,FIRMS_18_lat,FIRMS_18_lng,FIRMS_18_cf,FIRMS_18_aq,dist_between,no,postal_code
2210,-33.3782,151.24341,h,23/11/2018,10.69469199,12155,2250
2211,-33.3782,151.24341,h,23/11/2018,9.668692115,12306,2250
2212,-33.3782,151.24341,h,23/11/2018,9.668692115,12306,2250
2213,-33.3782,151.24341,h,23/11/2018,11.8319284,12719,2250
2214,-33.3782,151.24341,h,23/11/2018,11.8319284,12719,2250
2215,-33.3782,151.24341,h,23/11/2018,13.62579494,12750,2251
2216,-33.3782,151.24341,h,23/11/2018,9.699741987,12865,2250
2217,-33.3782,151.24341,h,23/11/2018,9.699741987,12865,2250
2218,-33.3782,151.24341,h,23/11/2018,11.87766445,12866,2250
2219,-33.3782,151.24341,h,23/11/2018,11.87766445,12866,2250
2220,-33.3782,151.24341,h,23/11/2018,14.37087398,13243,2256
2221,-33.3782,151.24341,h,23/11/2018,14.28915039,13431,2256
2222,-33.3782,151.24341,h,23/11/2018,10.71155683,13573,2250
2223,-33.3782,151.24341,h,23/11/2018,10.71155683,13573,2250
2224,-33.3782,151.24341,h,23/11/2018,10.06221245,13735,2250
2225,-33.3782,151.24341,h,23/11/2018,10.06221245,13735,2250
2226,-33.3782,151.24341,h,23/11/2018,11.03990644,14471,2250
2227,-33.3782,151.24341,h,23/11/2018,11.03990644,14471,2250
2228,-33.3782,151.24341,h,23/11/2018,10.59314793,14565,2250
2229,-33.3782,151.24341,h,23/11/2018,10.59314793,14565,2250
2230,-33.3782,151.24341,h,23/11/2018,11.64604022,14710,2250
2231,-33.3782,151.24341,h,23/11/2018,11.64604022,14710,2250
2232,-33.3782,151.24341,h,23/11/2018,14.27041545,14727,2251
2233,-33.3782,151.24341,h,23/11/2018,10.59314793,14776,2250
2234,-33.3782,151.24341,h,23/11/2018,10.59314793,14776,2250
2235,-33.3782,151.24341,h,23/11/2018,11.79596265,14777,2250
2236,-33.3782,151.24341,h,23/11/2018,11.79596265,14777,2250
2237,-33.3782,151.24341,h,23/11/2018,11.80538737,15359,2250
2238,-33.3782,151.24341,h,23/11/2018,11.80538737,15359,2250
2239,-33.3782,151.24341,h,23/11/2018,12.16295304,15549,2250
2240,-33.3782,151.24341,h,23/11/2018,12.16295304,15549,2250
2241,-33.3782,151.24341,h,23/11/2018,11.2757163,15685,2250
2242,-33.3782,151.24341,h,23/11/2018,11.2757163,15685,2250
2243,-33.3782,151.24341,h,23/11/2018,11.30100952,16464,2250
2244,-33.3782,151.24341,h,23/11/2018,11.30100952,16464,2250
2245,-33.3782,151.24341,h,23/11/2018,9.169461442,16593,2250
2246,-33.3782,151.24341,h,23/11/2018,9.169461442,16593,2250
2247,-33.3782,151.24341,h,23/11/2018,12.69132855,16631,2250
2248,-33.3782,151.24341,h,23/11/2018,12.69132855,16631,2250
2249,-33.3782,151.24341,h,23/11/2018,13.63516349,16669,2251
2250,-33.3782,151.24341,h,23/11/2018,13.71596772,16670,2251
2251,-33.3782,151.24341,h,23/11/2018,12.83444605,16793,2250
2252,-33.3782,151.24341,h,23/11/2018,12.83444605,16793,2250
2253,-33.3782,151.24341,h,23/11/2018,10.0141433,16828,2250
2254,-33.3782,151.24341,h,23/11/2018,10.0141433,16828,2250
2255,-33.3782,151.24341,h,23/11/2018,12.21510844,16966,2250
2256,-33.3782,151.24341,h,23/11/2018,12.21510844,16966,2250
2257,-33.3782,151.24341,h,23/11/2018,13.78194478,16998,2251
2258,-33.3782,151.24341,h,23/11/2018,11.62756613,17211,2250
2259,-33.3782,151.24341,h,23/11/2018,11.62756613,17211,2250
2260,-33.3782,151.24341,h,23/11/2018,13.5817325,17361,2251
2261,-33.3782,151.24341,h,23/11/2018,12.27596058,17750,2250
2262,-33.3782,151.24341,h,23/11/2018,12.27596058,17750,2250
2263,-33.3782,151.24341,h,23/11/2018,8.381433908,17790,2250
2264,-33.3782,151.24341,h,23/11/2018,8.381433908,17790,2250
2265,-33.3782,151.24341,h,23/11/2018,8.833494471,17791,2250
2266,-33.3782,151.24341,h,23/11/2018,8.833494471,17791,2250
2267,-33.3782,151.24341,h,23/11/2018,14.60741812,17940,2256
2268,-33.3782,151.24341,h,23/11/2018,11.24595379,18096,2250
2269,-33.3782,151.24341,h,23/11/2018,11.24595379,18096,2250
2270,-33.3782,151.24341,h,23/11/2018,10.20858933,18516,2250
2271,-33.3782,151.24341,h,23/11/2018,10.20858933,18516,2250
2272,-33.3782,151.24341,h,23/11/2018,11.52495678,18531,2250
2273,-33.3782,151.24341,h,23/11/2018,11.52495678,18531,2250
2274,-33.3782,151.24341,h,23/11/2018,13.38527869,18782,2251
2275,-33.3782,151.24341,h,23/11/2018,13.43796645,18936,2250
2276,-33.3782,151.24341,h,23/11/2018,13.43796645,18936,2250
2277,-33.3782,151.24341,h,23/11/2018,13.50906009,19120,2251
2278,-33.3782,151.24341,h,23/11/2018,11.09378418,19233,2250
2279,-33.3782,151.24341,h,23/11/2018,11.09378418,19233,2250
2280,-33.3782,151.24341,h,23/11/2018,14.28804776,19259,2251
2281,-33.3782,151.24341,h,23/11/2018,13.89504744,19266,2775
2282,-33.3782,151.24341,h,23/11/2018,13.89504744,19266,2775
2283,-33.3782,151.24341,h,23/11/2018,14.02386822,19647,2251
2284,-33.3782,151.24341,h,23/11/2018,11.63111611,19832,2250
2285,-33.3782,151.24341,h,23/11/2018,11.63111611,19832,2250
2286,-33.3782,151.24341,h,23/11/2018,12.72274141,19916,2250
2287,-33.3782,151.24341,h,23/11/2018,12.72274141,19916,2250
2288,-33.3782,151.24341,h,23/11/2018,13.84996749,20041,2251
2289,-33.3782,151.24341,h,23/11/2018,14.95642432,20042,2251
2290,-33.3782,151.24341,h,23/11/2018,14.35831621,20043,2251
2291,-33.3782,151.24341,h,23/11/2018,14.45063853,20104,2256
2292,-33.3782,151.24341,h,23/11/2018,12.48272202,20217,2250
2293,-33.3782,151.24341,h,23/11/2018,12.48272202,20217,2250
2294,-33.3782,151.24341,h,23/11/2018,14.92375071,20463,2256
2295,-33.3782,151.24341,h,23/11/2018,11.0083577,20464,2250
2296,-33.3782,151.24341,h,23/11/2018,11.0083577,20464,2250
2297,-33.3782,151.24341,h,23/11/2018,10.25323963,20935,2250
2298,-33.3782,151.24341,h,23/11/2018,10.25323963,20935,2250
2299,-33.3782,151.24341,h,23/11/2018,11.24595379,20936,2250
2300,-33.3782,151.24341,h,23/11/2018,11.24595379,20936,2250
2301,-33.3782,151.24341,h,23/11/2018,12.5110051,20999,2250
2302,-33.3782,151.24341,h,23/11/2018,12.5110051,20999,2250
2303,-33.3782,151.24341,h,23/11/2018,11.64209527,21063,2250
2304,-33.3782,151.24341,h,23/11/2018,11.64209527,21063,2250
2305,-33.3782,151.24341,h,23/11/2018,12.65795276,21338,2250
2306,-33.3782,151.24341,h,23/11/2018,12.65795276,21338,2250
2307,-33.3782,151.24341,h,23/11/2018,11.52665764,21662,2250
2308,-33.3782,151.24341,h,23/11/2018,11.52665764,21662,2250
2309,-33.3782,151.24341,h,23/11/2018,12.45265827,21727,2250
2310,-33.3782,151.24341,h,23/11/2018,12.45265827,21727,2250
2311,-33.3782,151.24341,h,23/11/2018,9.356510769,21757,2250
2312,-33.3782,151.24341,h,23/11/2018,9.356510769,21757,2250
2313,-33.3782,151.24341,h,23/11/2018,14.47651561,21857,2256
2314,-33.3782,151.24341,h,23/11/2018,11.94144571,21960,2250
2315,-33.3782,151.24341,h,23/11/2018,11.94144571,21960,2250
2316,-33.3782,151.24341,h,23/11/2018,14.12806687,22127,2251
2317,-33.3782,151.24341,h,23/11/2018,10.53597116,22174,2250
2318,-33.3782,151.24341,h,23/11/2018,10.53597116,22174,2250
2319,-33.3782,151.24341,h,23/11/2018,11.52103922,22516,2250
2320,-33.3782,151.24341,h,23/11/2018,11.52103922,22516,2250
2321,-33.3782,151.24341,h,23/11/2018,14.45362619,22548,2251
2322,-33.3782,151.24341,h,23/11/2018,14.42005799,22758,2250
2323,-33.3782,151.24341,h,23/11/2018,14.42005799,22758,2250
2324,-33.3782,151.24341,h,23/11/2018,14.71072579,23138,2251
2325,-33.3782,151.24341,h,23/11/2018,14.49200997,23185,2256
2326,-33.3782,151.24341,h,23/11/2018,11.83386676,23254,2250
2327,-33.3782,151.24341,h,23/11/2018,11.83386676,23254,2250
2328,-33.3782,151.24341,h,23/11/2018,8.751146214,23556,2250
2329,-33.3782,151.24341,h,23/11/2018,8.751146214,23556,2250
2330,-33.3782,151.24341,h,23/11/2018,11.66836008,23813,2250
2331,-33.3782,151.24341,h,23/11/2018,11.66836008,23813,2250
2332,-33.3782,151.24341,h,23/11/2018,14.76953868,23849,2256
2333,-33.3782,151.24341,h,23/11/2018,7.561971091,23954,2250
2334,-33.3782,151.24341,h,23/11/2018,7.561971091,23954,2250
2335,-33.3782,151.24341,h,23/11/2018,11.66836008,24012,2250
2336,-33.3782,151.24341,h,23/11/2018,11.66836008,24012,2250
2337,-33.3782,151.24341,h,23/11/2018,10.06221245,24167,2250
2338,-33.3782,151.24341,h,23/11/2018,10.06221245,24167,2250
2339,-33.3782,151.24341,h,23/11/2018,10.91051931,24168,2250
2340,-33.3782,151.24341,h,23/11/2018,10.91051931,24168,2250
2341,-33.3782,151.24341,h,23/11/2018,11.45522929,24262,2250
2342,-33.3782,151.24341,h,23/11/2018,11.45522929,24262,2250
2343,-33.3782,151.24341,h,23/11/2018,12.4399773,24283,2250
2344,-33.3782,151.24341,h,23/11/2018,12.4399773,24283,2250
2345,-33.3782,151.24341,h,23/11/2018,14.64767962,24319,2256
2346,-33.3782,151.24341,h,23/11/2018,12.17577424,24445,2250
2347,-33.3782,151.24341,h,23/11/2018,12.17577424,24445,2250
2348,-33.3782,151.24341,h,23/11/2018,11.6399952,24806,2250
2349,-33.3782,151.24341,h,23/11/2018,11.6399952,24806,2250
2350,-33.3782,151.24341,h,23/11/2018,9.142590657,24909,2250
2351,-33.3782,151.24341,h,23/11/2018,9.142590657,24909,2250
2352,-33.3782,151.24341,h,23/11/2018,10.48550277,24910,2250
2353,-33.3782,151.24341,h,23/11/2018,10.48550277,24910,2250
2354,-33.3782,151.24341,h,23/11/2018,7.930898125,25172,2250
2355,-33.3782,151.24341,h,23/11/2018,7.930898125,25172,2250
2356,-33.3782,151.24341,h,23/11/2018,14.75030291,25386,2256
2357,-33.3782,151.24341,h,23/11/2018,11.279388,25829,2250
2358,-33.3782,151.24341,h,23/11/2018,11.279388,25829,2250
2359,-33.3782,151.24341,h,23/11/2018,13.9323164,26238,2251
2360,-33.3782,151.24341,h,23/11/2018,8.745262108,26495,2258
2361,-33.3782,151.24341,h,23/11/2018,12.66642888,26688,2250
2362,-33.3782,151.24341,h,23/11/2018,12.66642888,26688,2250
2363,-33.3782,151.24341,h,23/11/2018,14.48717519,26730,2251
2364,-33.3782,151.24341,h,23/11/2018,9.382007842,26824,2250
2365,-33.3782,151.24341,h,23/11/2018,9.382007842,26824,2250
2366,-33.3782,151.24341,h,23/11/2018,13.33509632,27297,2256
2367,-33.3782,151.24341,h,23/11/2018,8.762464773,27605,2250
2368,-33.3782,151.24341,h,23/11/2018,8.762464773,27605,2250
2369,-33.3782,151.24341,h,23/11/2018,14.64767962,27756,2256
2370,-33.3782,151.24341,h,23/11/2018,11.96648705,28122,2250
2371,-33.3782,151.24341,h,23/11/2018,11.96648705,28122,2250
2372,-33.3782,151.24341,h,23/11/2018,12.16364123,28123,2250
2373,-33.3782,151.24341,h,23/11/2018,12.16364123,28123,2250
2374,-33.3782,151.24341,h,23/11/2018,11.24389903,28767,2250
2375,-33.3782,151.24341,h,23/11/2018,11.24389903,28767,2250
2376,-33.3782,151.24341,h,23/11/2018,11.86343975,28768,2250
2377,-33.3782,151.24341,h,23/11/2018,11.86343975,28768,2250
2378,-33.37698,151.24446,h,23/11/2018,12.71806019,303,2250
2379,-33.37698,151.24446,h,23/11/2018,12.71806019,303,2250
2380,-33.37698,151.24446,h,23/11/2018,10.99600696,356,2250
2381,-33.37698,151.24446,h,23/11/2018,10.99600696,356,2250
2382,-33.37698,151.24446,h,23/11/2018,8.714180983,588,2258
2383,-33.37698,151.24446,h,23/11/2018,11.66914843,971,2258
2384,-33.37698,151.24446,h,23/11/2018,11.23671681,2655,2250
2385,-33.37698,151.24446,h,23/11/2018,11.23671681,2655,2250
2386,-33.37698,151.24446,h,23/11/2018,13.63857274,2656,2251
2387,-33.37698,151.24446,h,23/11/2018,9.116026974,2754,2250
2388,-33.37698,151.24446,h,23/11/2018,9.116026974,2754,2250
2389,-33.37698,151.24446,h,23/11/2018,10.96596396,2798,2258
2390,-33.37698,151.24446,h,23/11/2018,12.12787515,3018,2250
2391,-33.37698,151.24446,h,23/11/2018,12.12787515,3018,2250
2392,-33.37698,151.24446,h,23/11/2018,12.60334713,3161,2250
2393,-33.37698,151.24446,h,23/11/2018,12.60334713,3161,2250
2394,-33.37698,151.24446,h,23/11/2018,8.821435515,3332,2250
2395,-33.37698,151.24446,h,23/11/2018,8.821435515,3332,2250
2396,-33.37698,151.24446,h,23/11/2018,12.67750572,3412,2258
2397,-33.37698,151.24446,h,23/11/2018,13.77102912,3553,2256
2398,-33.37698,151.24446,h,23/11/2018,13.08686523,3961,2250
2399,-33.37698,151.24446,h,23/11/2018,13.08686523,3961,2250
2400,-33.37698,151.24446,h,23/11/2018,13.6999031,4379,2256
2401,-33.37698,151.24446,h,23/11/2018,14.87135061,5450,2256
2402,-33.37698,151.24446,h,23/11/2018,10.27216102,5451,2250
2403,-33.37698,151.24446,h,23/11/2018,10.27216102,5451,2250
2404,-33.37698,151.24446,h,23/11/2018,9.360221617,5761,2250
2405,-33.37698,151.24446,h,23/11/2018,9.360221617,5761,2250
2406,-33.37698,151.24446,h,23/11/2018,11.58716296,5818,2250
2407,-33.37698,151.24446,h,23/11/2018,11.58716296,5818,2250
2408,-33.37698,151.24446,h,23/11/2018,11.62285113,6108,2250
2409,-33.37698,151.24446,h,23/11/2018,11.62285113,6108,2250
2410,-33.37698,151.24446,h,23/11/2018,13.64034372,6151,2251
2411,-33.37698,151.24446,h,23/11/2018,11.52405687,6436,2250
2412,-33.37698,151.24446,h,23/11/2018,11.52405687,6436,2250
2413,-33.37698,151.24446,h,23/11/2018,12.15720624,6672,2256
2414,-33.37698,151.24446,h,23/11/2018,11.13982646,6759,2250
2415,-33.37698,151.24446,h,23/11/2018,11.13982646,6759,2250
2416,-33.37698,151.24446,h,23/11/2018,14.51591975,7236,2256
2417,-33.37698,151.24446,h,23/11/2018,11.70062999,7446,2256
2418,-33.37698,151.24446,h,23/11/2018,11.85833092,7447,2256
2419,-33.37698,151.24446,h,23/11/2018,12.54043336,7757,2250
2420,-33.37698,151.24446,h,23/11/2018,12.54043336,7757,2250
2421,-33.37698,151.24446,h,23/11/2018,12.34244739,7758,2250
2422,-33.37698,151.24446,h,23/11/2018,12.34244739,7758,2250
2423,-33.37698,151.24446,h,23/11/2018,11.32964973,7887,2250
2424,-33.37698,151.24446,h,23/11/2018,11.32964973,7887,2250
2425,-33.37698,151.24446,h,23/11/2018,9.881024919,7996,2250
2426,-33.37698,151.24446,h,23/11/2018,9.881024919,7996,2250
2427,-33.37698,151.24446,h,23/11/2018,14.69981964,8011,2256
2428,-33.37698,151.24446,h,23/11/2018,10.98726933,8013,2250
2429,-33.37698,151.24446,h,23/11/2018,10.98726933,8013,2250
2430,-33.37698,151.24446,h,23/11/2018,13.61240747,8072,2251
2431,-33.37698,151.24446,h,23/11/2018,11.02475984,8100,2250
2432,-33.37698,151.24446,h,23/11/2018,11.02475984,8100,2250
2433,-33.37698,151.24446,h,23/11/2018,8.860215717,8450,2250
2434,-33.37698,151.24446,h,23/11/2018,8.860215717,8450,2250
2435,-33.37698,151.24446,h,23/11/2018,11.5853922,8717,2250
2436,-33.37698,151.24446,h,23/11/2018,11.5853922,8717,2250
2437,-33.37698,151.24446,h,23/11/2018,14.66432084,8725,2250
2438,-33.37698,151.24446,h,23/11/2018,14.66432084,8725,2250
2439,-33.37698,151.24446,h,23/11/2018,14.35730781,8937,2256
2440,-33.37698,151.24446,h,23/11/2018,9.457421887,9140,2250
2441,-33.37698,151.24446,h,23/11/2018,9.457421887,9140,2250
2442,-33.37698,151.24446,h,23/11/2018,8.583879038,9183,2250
2443,-33.37698,151.24446,h,23/11/2018,8.583879038,9183,2250
2444,-33.37698,151.24446,h,23/11/2018,11.11997403,9442,2250
2445,-33.37698,151.24446,h,23/11/2018,11.11997403,9442,2250
2446,-33.37698,151.24446,h,23/11/2018,12.60044413,9602,2250
2447,-33.37698,151.24446,h,23/11/2018,12.60044413,9602,2250
2448,-33.37698,151.24446,h,23/11/2018,12.24130402,9603,2250
2449,-33.37698,151.24446,h,23/11/2018,12.24130402,9603,2250
2450,-33.37698,151.24446,h,23/11/2018,13.56477176,9628,2251
2451,-33.37698,151.24446,h,23/11/2018,9.510294772,9667,2250
2452,-33.37698,151.24446,h,23/11/2018,9.510294772,9667,2250
2453,-33.37698,151.24446,h,23/11/2018,10.72937189,9702,2250
2454,-33.37698,151.24446,h,23/11/2018,10.72937189,9702,2250
2455,-33.37698,151.24446,h,23/11/2018,14.54572191,9809,2256
2456,-33.37698,151.24446,h,23/11/2018,14.17072643,9940,2251
2457,-33.37698,151.24446,h,23/11/2018,11.68898461,10423,2250
2458,-33.37698,151.24446,h,23/11/2018,11.68898461,10423,2250
2459,-33.37698,151.24446,h,23/11/2018,12.74055441,10728,2250
2460,-33.37698,151.24446,h,23/11/2018,12.74055441,10728,2250
2461,-33.37698,151.24446,h,23/11/2018,11.16116682,10759,2250
2462,-33.37698,151.24446,h,23/11/2018,11.16116682,10759,2250
2463,-33.37698,151.24446,h,23/11/2018,14.5512159,10854,2251
2464,-33.37698,151.24446,h,23/11/2018,9.607067703,10895,2250
2465,-33.37698,151.24446,h,23/11/2018,9.607067703,10895,2250
2466,-33.37698,151.24446,h,23/11/2018,11.95990854,11026,2250
2467,-33.37698,151.24446,h,23/11/2018,11.95990854,11026,2250
2468,-33.37698,151.24446,h,23/11/2018,8.681139084,11225,2250
2469,-33.37698,151.24446,h,23/11/2018,8.681139084,11225,2250
2470,-33.37698,151.24446,h,23/11/2018,11.28963547,11240,2250
2471,-33.37698,151.24446,h,23/11/2018,11.28963547,11240,2250
2472,-33.37698,151.24446,h,23/11/2018,9.622397491,11420,2250
2473,-33.37698,151.24446,h,23/11/2018,9.622397491,11420,2250
2474,-33.37698,151.24446,h,23/11/2018,12.49101384,11826,2250
2475,-33.37698,151.24446,h,23/11/2018,12.49101384,11826,2250
2476,-33.37698,151.24446,h,23/11/2018,11.44256878,11827,2250
2477,-33.37698,151.24446,h,23/11/2018,11.44256878,11827,2250
2478,-33.37698,151.24446,h,23/11/2018,13.43934912,11847,2251
2479,-33.37698,151.24446,h,23/11/2018,12.8163846,12109,2256
2480,-33.37698,151.24446,h,23/11/2018,9.597063796,12146,2250
2481,-33.37698,151.24446,h,23/11/2018,9.597063796,12146,2250
2482,-33.37698,151.24446,h,23/11/2018,10.6046261,12155,2250
2483,-33.37698,151.24446,h,23/11/2018,10.6046261,12155,2250
2484,-33.37698,151.24446,h,23/11/2018,9.600808949,12306,2250
2485,-33.37698,151.24446,h,23/11/2018,9.600808949,12306,2250
2486,-33.37698,151.24446,h,23/11/2018,11.81822418,12719,2250
2487,-33.37698,151.24446,h,23/11/2018,11.81822418,12719,2250
2488,-33.37698,151.24446,h,23/11/2018,13.63690379,12750,2251
2489,-33.37698,151.24446,h,23/11/2018,9.719627251,12865,2250
2490,-33.37698,151.24446,h,23/11/2018,9.719627251,12865,2250
2491,-33.37698,151.24446,h,23/11/2018,11.89060498,12866,2250
2492,-33.37698,151.24446,h,23/11/2018,11.89060498,12866,2250
2493,-33.37698,151.24446,h,23/11/2018,14.45230915,13243,2256
2494,-33.37698,151.24446,h,23/11/2018,14.36387396,13431,2256
2495,-33.37698,151.24446,h,23/11/2018,10.6394037,13573,2250
2496,-33.37698,151.24446,h,23/11/2018,10.6394037,13573,2250
2497,-33.37698,151.24446,h,23/11/2018,10.05396844,13735,2250
2498,-33.37698,151.24446,h,23/11/2018,10.05396844,13735,2250
2499,-33.37698,151.24446,h,23/11/2018,11.03012589,14471,2250
2500,-33.37698,151.24446,h,23/11/2018,11.03012589,14471,2250
2501,-33.37698,151.24446,h,23/11/2018,10.61636964,14565,2250
2502,-33.37698,151.24446,h,23/11/2018,10.61636964,14565,2250
2503,-33.37698,151.24446,h,23/11/2018,11.63337071,14710,2250
2504,-33.37698,151.24446,h,23/11/2018,11.63337071,14710,2250
2505,-33.37698,151.24446,h,23/11/2018,14.25469956,14727,2251
2506,-33.37698,151.24446,h,23/11/2018,10.61636964,14776,2250
2507,-33.37698,151.24446,h,23/11/2018,10.61636964,14776,2250
2508,-33.37698,151.24446,h,23/11/2018,11.80299772,14777,2250
2509,-33.37698,151.24446,h,23/11/2018,11.80299772,14777,2250
2510,-33.37698,151.24446,h,23/11/2018,11.81568878,15359,2250
2511,-33.37698,151.24446,h,23/11/2018,11.81568878,15359,2250
2512,-33.37698,151.24446,h,23/11/2018,12.14744131,15549,2250
2513,-33.37698,151.24446,h,23/11/2018,12.14744131,15549,2250
2514,-33.37698,151.24446,h,23/11/2018,11.27618328,15685,2250
2515,-33.37698,151.24446,h,23/11/2018,11.27618328,15685,2250
2516,-33.37698,151.24446,h,23/11/2018,11.46672186,16464,2250
2517,-33.37698,151.24446,h,23/11/2018,11.46672186,16464,2250
2518,-33.37698,151.24446,h,23/11/2018,9.042204016,16593,2250
2519,-33.37698,151.24446,h,23/11/2018,9.042204016,16593,2250
2520,-33.37698,151.24446,h,23/11/2018,12.68338232,16631,2250
2521,-33.37698,151.24446,h,23/11/2018,12.68338232,16631,2250
2522,-33.37698,151.24446,h,23/11/2018,13.63826688,16669,2251
2523,-33.37698,151.24446,h,23/11/2018,13.73072505,16670,2251
2524,-33.37698,151.24446,h,23/11/2018,12.81050349,16793,2250
2525,-33.37698,151.24446,h,23/11/2018,12.81050349,16793,2250
2526,-33.37698,151.24446,h,23/11/2018,10.00610632,16828,2250
2527,-33.37698,151.24446,h,23/11/2018,10.00610632,16828,2250
2528,-33.37698,151.24446,h,23/11/2018,12.20249287,16966,2250
2529,-33.37698,151.24446,h,23/11/2018,12.20249287,16966,2250
2530,-33.37698,151.24446,h,23/11/2018,13.7938692,16998,2251
2531,-33.37698,151.24446,h,23/11/2018,11.5704862,17211,2250
2532,-33.37698,151.24446,h,23/11/2018,11.5704862,17211,2250
2533,-33.37698,151.24446,h,23/11/2018,13.58559236,17361,2251
2534,-33.37698,151.24446,h,23/11/2018,12.19113389,17750,2250
2535,-33.37698,151.24446,h,23/11/2018,12.19113389,17750,2250
2536,-33.37698,151.24446,h,23/11/2018,8.311437215,17790,2250
2537,-33.37698,151.24446,h,23/11/2018,8.311437215,17790,2250
2538,-33.37698,151.24446,h,23/11/2018,8.763216475,17791,2250
2539,-33.37698,151.24446,h,23/11/2018,8.763216475,17791,2250
2540,-33.37698,151.24446,h,23/11/2018,14.6677927,17940,2256
2541,-33.37698,151.24446,h,23/11/2018,11.23671681,18096,2250
2542,-33.37698,151.24446,h,23/11/2018,11.23671681,18096,2250
2543,-33.37698,151.24446,h,23/11/2018,10.13371763,18516,2250
2544,-33.37698,151.24446,h,23/11/2018,10.13371763,18516,2250
2545,-33.37698,151.24446,h,23/11/2018,11.4948294,18531,2250
2546,-33.37698,151.24446,h,23/11/2018,11.4948294,18531,2250
2547,-33.37698,151.24446,h,23/11/2018,13.38992667,18782,2251
2548,-33.37698,151.24446,h,23/11/2018,13.41128937,18936,2250
2549,-33.37698,151.24446,h,23/11/2018,13.41128937,18936,2250
2550,-33.37698,151.24446,h,23/11/2018,13.51364519,19120,2251
2551,-33.37698,151.24446,h,23/11/2018,11.11997403,19233,2250
2552,-33.37698,151.24446,h,23/11/2018,11.11997403,19233,2250
2553,-33.37698,151.24446,h,23/11/2018,14.32548816,19259,2251
2554,-33.37698,151.24446,h,23/11/2018,14.06036466,19266,2775
2555,-33.37698,151.24446,h,23/11/2018,14.06036466,19266,2775
2556,-33.37698,151.24446,h,23/11/2018,14.06402836,19647,2251
2557,-33.37698,151.24446,h,23/11/2018,11.62074203,19832,2250
2558,-33.37698,151.24446,h,23/11/2018,11.62074203,19832,2250
2559,-33.37698,151.24446,h,23/11/2018,12.63005516,19916,2250
2560,-33.37698,151.24446,h,23/11/2018,12.63005516,19916,2250
2561,-33.37698,151.24446,h,23/11/2018,13.88929665,20041,2251
2562,-33.37698,151.24446,h,23/11/2018,14.99420275,20042,2251
2563,-33.37698,151.24446,h,23/11/2018,14.40266109,20043,2251
2564,-33.37698,151.24446,h,23/11/2018,14.50979067,20104,2256
2565,-33.37698,151.24446,h,23/11/2018,12.47519779,20217,2250
2566,-33.37698,151.24446,h,23/11/2018,12.47519779,20217,2250
2567,-33.37698,151.24446,h,23/11/2018,14.98503215,20463,2256
2568,-33.37698,151.24446,h,23/11/2018,10.94921756,20464,2250
2569,-33.37698,151.24446,h,23/11/2018,10.94921756,20464,2250
2570,-33.37698,151.24446,h,23/11/2018,10.23533013,20935,2250
2571,-33.37698,151.24446,h,23/11/2018,10.23533013,20935,2250
2572,-33.37698,151.24446,h,23/11/2018,11.23671681,20936,2250
2573,-33.37698,151.24446,h,23/11/2018,11.23671681,20936,2250
2574,-33.37698,151.24446,h,23/11/2018,12.40945658,20999,2250
2575,-33.37698,151.24446,h,23/11/2018,12.40945658,20999,2250
2576,-33.37698,151.24446,h,23/11/2018,11.60921699,21063,2250
2577,-33.37698,151.24446,h,23/11/2018,11.60921699,21063,2250
2578,-33.37698,151.24446,h,23/11/2018,12.65558306,21338,2250
2579,-33.37698,151.24446,h,23/11/2018,12.65558306,21338,2250
2580,-33.37698,151.24446,h,23/11/2018,11.52096472,21662,2250
2581,-33.37698,151.24446,h,23/11/2018,11.52096472,21662,2250
2582,-33.37698,151.24446,h,23/11/2018,12.36950185,21727,2250
2583,-33.37698,151.24446,h,23/11/2018,12.36950185,21727,2250
2584,-33.37698,151.24446,h,23/11/2018,9.274300052,21757,2250
2585,-33.37698,151.24446,h,23/11/2018,9.274300052,21757,2250
2586,-33.37698,151.24446,h,23/11/2018,14.55047876,21857,2256
2587,-33.37698,151.24446,h,23/11/2018,11.92600299,21960,2250
2588,-33.37698,151.24446,h,23/11/2018,11.92600299,21960,2250
2589,-33.37698,151.24446,h,23/11/2018,14.16812936,22127,2251
2590,-33.37698,151.24446,h,23/11/2018,10.47981147,22174,2250
2591,-33.37698,151.24446,h,23/11/2018,10.47981147,22174,2250
2592,-33.37698,151.24446,h,23/11/2018,11.52155881,22516,2250
2593,-33.37698,151.24446,h,23/11/2018,11.52155881,22516,2250
2594,-33.37698,151.24446,h,23/11/2018,14.49093147,22548,2251
2595,-33.37698,151.24446,h,23/11/2018,14.36913087,22758,2250
2596,-33.37698,151.24446,h,23/11/2018,14.36913087,22758,2250
2597,-33.37698,151.24446,h,23/11/2018,14.7535298,23138,2251
2598,-33.37698,151.24446,h,23/11/2018,14.55085498,23185,2256
2599,-33.37698,151.24446,h,23/11/2018,11.81662486,23254,2250
2600,-33.37698,151.24446,h,23/11/2018,11.81662486,23254,2250
2601,-33.37698,151.24446,h,23/11/2018,8.703400693,23556,2250
2602,-33.37698,151.24446,h,23/11/2018,8.703400693,23556,2250
2603,-33.37698,151.24446,h,23/11/2018,11.67492442,23813,2250
2604,-33.37698,151.24446,h,23/11/2018,11.67492442,23813,2250
2605,-33.37698,151.24446,h,23/11/2018,14.82850192,23849,2256
2606,-33.37698,151.24446,h,23/11/2018,7.620277433,23954,2250
2607,-33.37698,151.24446,h,23/11/2018,7.620277433,23954,2250
