"","FIRMS_18_lat","FIRMS_18_lng","FIRMS_18_cf","FIRMS_18_aq","dist_between","no","postal_code","LGA","ato_flag"
"175",-34.10368,150.96361,"h","10/03/2019",5.615903438,6611,2233,NA,"N"
"176",-34.10368,150.96361,"h","10/03/2019",7.672474687,6612,2233,NA,"N"
"177",-34.10368,150.96361,"h","10/03/2019",13.51355507,6646,2227,NA,"N"
"178",-34.10368,150.96361,"h","10/03/2019",13.99543738,6661,2565,NA,"N"
"179",-34.10368,150.96361,"h","10/03/2019",10.25649782,6720,2234,NA,"N"
"180",-34.10368,150.96361,"h","10/03/2019",13.27005934,6836,2560,"Wollondilly","Y"
"181",-34.10368,150.96361,"h","10/03/2019",12.64541483,6852,2232,NA,"N"
"182",-34.10368,150.96361,"h","10/03/2019",11.23715836,6913,2234,NA,"N"
"183",-34.10368,150.96361,"h","10/03/2019",12.985114,6936,2226,NA,"N"
"184",-34.10368,150.96361,"h","10/03/2019",11.54667773,7034,2232,NA,"N"
"185",-34.10368,150.96361,"h","10/03/2019",14.56313675,7043,2227,NA,"N"
"186",-34.10368,150.96361,"h","10/03/2019",13.70736703,7044,2227,NA,"N"
"187",-34.10368,150.96361,"h","10/03/2019",12.90787234,7045,2227,NA,"N"
"188",-34.10368,150.96361,"h","10/03/2019",13.47890357,7046,2227,NA,"N"
"189",-34.10368,150.96361,"h","10/03/2019",13.73776973,7064,2226,NA,"N"
"190",-34.10368,150.96361,"h","10/03/2019",11.9512709,7081,2232,NA,"N"
"191",-34.10368,150.96361,"h","10/03/2019",12.96856638,7082,2232,NA,"N"
"192",-34.10368,150.96361,"h","10/03/2019",13.85204655,7098,2564,NA,"N"
"193",-34.10368,150.96361,"h","10/03/2019",11.481904,7261,2234,NA,"N"
"194",-34.10368,150.96361,"h","10/03/2019",14.20687298,7334,2226,NA,"N"
"195",-34.10368,150.96361,"h","10/03/2019",7.227585488,7373,2233,NA,"N"
"196",-34.10368,150.96361,"h","10/03/2019",11.18806024,7398,2232,NA,"N"
"197",-34.10368,150.96361,"h","10/03/2019",12.34540889,7399,2232,NA,"N"
"198",-34.10368,150.96361,"h","10/03/2019",14.43651736,7403,2227,NA,"N"
"199",-34.10368,150.96361,"h","10/03/2019",13.02461935,7422,2234,NA,"N"
"200",-34.10368,150.96361,"h","10/03/2019",14.88846906,7423,2232,NA,"N"
"201",-34.10368,150.96361,"h","10/03/2019",11.64190858,7480,2234,NA,"N"
"202",-34.10368,150.96361,"h","10/03/2019",11.47452679,7559,2560,"Wollondilly","Y"
"203",-34.10368,150.96361,"h","10/03/2019",11.80713491,7656,2234,NA,"N"
"204",-34.10368,150.96361,"h","10/03/2019",12.27314044,7657,2234,NA,"N"
"205",-34.10368,150.96361,"h","10/03/2019",13.61808538,7691,2226,NA,"N"
"206",-34.10368,150.96361,"h","10/03/2019",13.49735441,7814,2227,NA,"N"
"207",-34.10368,150.96361,"h","10/03/2019",12.75406709,7815,2227,NA,"N"
"208",-34.10368,150.96361,"h","10/03/2019",14.61597788,7823,2565,NA,"N"
"209",-34.10368,150.96361,"h","10/03/2019",13.70904073,7832,2232,NA,"N"
"210",-34.10368,150.96361,"h","10/03/2019",14.31720882,7863,2228,NA,"N"
"211",-34.10368,150.96361,"h","10/03/2019",14.46713617,7864,2228,NA,"N"
"212",-34.10368,150.96361,"h","10/03/2019",14.97741612,7983,2232,NA,"N"
"213",-34.10368,150.96361,"h","10/03/2019",9.186442724,8024,2234,NA,"N"
"214",-34.10368,150.96361,"h","10/03/2019",13.08001054,8074,2227,NA,"N"
"215",-34.10368,150.96361,"h","10/03/2019",12.02941777,8093,2234,NA,"N"
"216",-34.10368,150.96361,"h","10/03/2019",12.40080776,8120,2232,NA,"N"
"217",-34.10368,150.96361,"h","10/03/2019",5.613769443,8352,2233,NA,"N"
"218",-34.10368,150.96361,"h","10/03/2019",12.03297653,8369,2234,NA,"N"
"219",-34.10368,150.96361,"h","10/03/2019",11.83721774,8390,2232,NA,"N"
"220",-34.10368,150.96361,"h","10/03/2019",13.02520771,8391,2232,NA,"N"
"221",-34.10368,150.96361,"h","10/03/2019",9.417483936,8410,2232,NA,"N"
"222",-34.10368,150.96361,"h","10/03/2019",12.54236571,8434,2234,NA,"N"
"223",-34.10368,150.96361,"h","10/03/2019",14.10532594,8438,2228,NA,"N"
"224",-34.10368,150.96361,"h","10/03/2019",14.06145505,8492,2213,NA,"N"
"225",-34.10368,150.96361,"h","10/03/2019",12.58234933,8579,2232,NA,"N"
"226",-34.10368,150.96361,"h","10/03/2019",11.42132626,8613,2232,NA,"N"
"227",-34.10368,150.96361,"h","10/03/2019",14.29726238,8685,2226,NA,"N"
"228",-34.10368,150.96361,"h","10/03/2019",12.86446202,8749,2227,NA,"N"
"229",-34.10368,150.96361,"h","10/03/2019",13.07205371,8750,2227,NA,"N"
"230",-34.10368,150.96361,"h","10/03/2019",14.12957309,8759,2234,NA,"N"
"231",-34.10368,150.96361,"h","10/03/2019",12.73928986,8760,2234,NA,"N"
"232",-34.10368,150.96361,"h","10/03/2019",10.54005032,8815,2234,NA,"N"
"233",-34.10368,150.96361,"h","10/03/2019",14.80776973,8817,2228,NA,"N"
"234",-34.10368,150.96361,"h","10/03/2019",12.0065786,8949,2234,NA,"N"
"235",-34.10368,150.96361,"h","10/03/2019",9.616150335,8950,2234,NA,"N"
"236",-34.10368,150.96361,"h","10/03/2019",13.57629046,8982,2226,NA,"N"
"237",-34.10368,150.96361,"h","10/03/2019",5.471063344,9052,2233,NA,"N"
"238",-34.10368,150.96361,"h","10/03/2019",12.65267431,9081,2227,NA,"N"
"239",-34.10368,150.96361,"h","10/03/2019",12.96101186,9082,2227,NA,"N"
"240",-34.10368,150.96361,"h","10/03/2019",12.85583133,9083,2227,NA,"N"
"241",-34.10368,150.96361,"h","10/03/2019",13.66872267,9084,2227,NA,"N"
"242",-34.10368,150.96361,"h","10/03/2019",4.626151614,9086,2233,NA,"N"
"243",-34.10368,150.96361,"h","10/03/2019",13.39140489,9094,2226,NA,"N"
"244",-34.10368,150.96361,"h","10/03/2019",14.99533395,9095,2232,NA,"N"
"245",-34.10368,150.96361,"h","10/03/2019",11.8038265,9107,2232,NA,"N"
"246",-34.10368,150.96361,"h","10/03/2019",14.45359192,9133,2228,NA,"N"
"247",-34.10368,150.96361,"h","10/03/2019",14.3833774,9300,2229,NA,"N"
"248",-34.10368,150.96361,"h","10/03/2019",13.55050443,9377,2232,NA,"N"
"249",-34.10368,150.96361,"h","10/03/2019",14.8552869,9490,2224,NA,"N"
"250",-34.10368,150.96361,"h","10/03/2019",7.953221157,9520,2233,NA,"N"
"251",-34.10368,150.96361,"h","10/03/2019",14.6595384,9521,2228,NA,"N"
"252",-34.10368,150.96361,"h","10/03/2019",14.46713726,9522,2228,NA,"N"
"253",-34.10368,150.96361,"h","10/03/2019",14.53864519,9524,2234,NA,"N"
"254",-34.10368,150.96361,"h","10/03/2019",9.231339773,9536,2234,NA,"N"
"255",-34.10368,150.96361,"h","10/03/2019",13.56899853,9643,2234,NA,"N"
"256",-34.10368,150.96361,"h","10/03/2019",14.65986663,9722,2225,NA,"N"
"257",-34.10368,150.96361,"h","10/03/2019",11.80630962,9823,2234,NA,"N"
"258",-34.10368,150.96361,"h","10/03/2019",13.05935153,9954,2234,NA,"N"
"259",-34.10368,150.96361,"h","10/03/2019",13.13585172,9959,2232,NA,"N"
"260",-34.10368,150.96361,"h","10/03/2019",10.88455212,9988,2234,NA,"N"
"261",-34.10368,150.96361,"h","10/03/2019",12.04566542,9995,2566,NA,"N"
"262",-34.10368,150.96361,"h","10/03/2019",12.36000855,10101,2232,NA,"N"
"263",-34.10368,150.96361,"h","10/03/2019",11.67667662,10102,2232,NA,"N"
"264",-34.10368,150.96361,"h","10/03/2019",12.6525061,10103,2232,NA,"N"
"265",-34.10368,150.96361,"h","10/03/2019",14.55051544,10178,2226,NA,"N"
"266",-34.10368,150.96361,"h","10/03/2019",5.857594341,10204,2233,NA,"N"
"267",-34.10368,150.96361,"h","10/03/2019",6.908296359,10205,2233,NA,"N"
"268",-34.10368,150.96361,"h","10/03/2019",12.72059527,10227,2227,NA,"N"
"269",-34.10368,150.96361,"h","10/03/2019",5.556031257,10429,2233,NA,"N"
"270",-34.10368,150.96361,"h","10/03/2019",13.91634907,10444,2227,NA,"N"
"271",-34.10368,150.96361,"h","10/03/2019",12.53026793,10445,2227,NA,"N"
"272",-34.10368,150.96361,"h","10/03/2019",13.80625447,10554,2228,NA,"N"
"273",-34.10368,150.96361,"h","10/03/2019",4.209086643,10642,2233,NA,"N"
"274",-34.10368,150.96361,"h","10/03/2019",13.61054409,10647,2234,NA,"N"
"275",-34.10368,150.96361,"h","10/03/2019",13.37631929,10654,2232,NA,"N"
"276",-34.10368,150.96361,"h","10/03/2019",10.47820534,10669,2234,NA,"N"
"277",-34.10368,150.96361,"h","10/03/2019",14.03782375,10924,2213,NA,"N"
"278",-34.10368,150.96361,"h","10/03/2019",14.73261681,11013,2226,NA,"N"
"279",-34.10368,150.96361,"h","10/03/2019",14.24532183,11050,2226,NA,"N"
"280",-34.10368,150.96361,"h","10/03/2019",12.9544881,11054,2232,NA,"N"
"281",-34.10368,150.96361,"h","10/03/2019",13.77085891,11055,2232,NA,"N"
"282",-34.10368,150.96361,"h","10/03/2019",12.51546775,11061,2560,"Wollondilly","Y"
"283",-34.10368,150.96361,"h","10/03/2019",14.37658458,11093,2213,NA,"N"
"284",-34.10368,150.96361,"h","10/03/2019",11.75956805,11119,2232,NA,"N"
"285",-34.10368,150.96361,"h","10/03/2019",8.805763024,11151,2234,NA,"N"
"286",-34.10368,150.96361,"h","10/03/2019",9.211461834,11152,2234,NA,"N"
"287",-34.10368,150.96361,"h","10/03/2019",13.35781452,11220,2227,NA,"N"
"288",-34.10368,150.96361,"h","10/03/2019",9.348489587,11241,2232,NA,"N"
"289",-34.10368,150.96361,"h","10/03/2019",13.07907773,11251,2566,NA,"N"
"290",-34.10368,150.96361,"h","10/03/2019",14.89600953,11271,2225,NA,"N"
"291",-34.10368,150.96361,"h","10/03/2019",10.5263119,11406,2232,NA,"N"
"292",-34.10368,150.96361,"h","10/03/2019",11.64249988,11413,2234,NA,"N"
"293",-34.10368,150.96361,"h","10/03/2019",14.58209396,11414,2228,NA,"N"
"294",-34.10368,150.96361,"h","10/03/2019",14.3984958,11415,2228,NA,"N"
"295",-34.10368,150.96361,"h","10/03/2019",12.32095146,11460,2232,NA,"N"
"296",-34.10368,150.96361,"h","10/03/2019",13.35955522,11585,2227,NA,"N"
"297",-34.10368,150.96361,"h","10/03/2019",13.74180677,11604,2232,NA,"N"
"298",-34.10368,150.96361,"h","10/03/2019",14.75985993,11632,2228,NA,"N"
"299",-34.10368,150.96361,"h","10/03/2019",14.75985993,11633,2228,NA,"N"
"300",-34.10368,150.96361,"h","10/03/2019",12.75613842,11851,2227,NA,"N"
"301",-34.10368,150.96361,"h","10/03/2019",4.343684808,11852,2233,NA,"N"
"302",-34.10368,150.96361,"h","10/03/2019",12.34662848,11865,2232,NA,"N"
"303",-34.10368,150.96361,"h","10/03/2019",14.94454621,11960,2560,"Wollondilly","Y"
"304",-34.10368,150.96361,"h","10/03/2019",10.83792542,11975,2234,NA,"N"
"305",-34.10368,150.96361,"h","10/03/2019",14.86122771,12015,2226,NA,"N"
"306",-34.10368,150.96361,"h","10/03/2019",12.19968102,12067,2232,NA,"N"
"307",-34.10368,150.96361,"h","10/03/2019",13.26683255,12078,2227,NA,"N"
"308",-34.10368,150.96361,"h","10/03/2019",12.74990626,12092,2234,NA,"N"
"309",-34.10368,150.96361,"h","10/03/2019",13.84465299,12093,2565,NA,"N"
"310",-34.10368,150.96361,"h","10/03/2019",14.1512041,12094,2565,NA,"N"
"311",-34.10368,150.96361,"h","10/03/2019",14.02900742,12095,2226,NA,"N"
"312",-34.10368,150.96361,"h","10/03/2019",14.90630254,12126,2210,NA,"N"
"313",-34.10368,150.96361,"h","10/03/2019",14.68122801,12140,2228,NA,"N"
"314",-34.10368,150.96361,"h","10/03/2019",8.098481366,12234,2233,NA,"N"
"315",-34.10368,150.96361,"h","10/03/2019",13.43640528,12286,2234,NA,"N"
"316",-34.10368,150.96361,"h","10/03/2019",10.18442604,12339,2233,NA,"N"
"317",-34.10368,150.96361,"h","10/03/2019",8.617261532,12340,2233,NA,"N"
"318",-34.10368,150.96361,"h","10/03/2019",14.21713162,12341,2228,NA,"N"
"319",-34.10368,150.96361,"h","10/03/2019",14.12715059,12343,2234,NA,"N"
"320",-34.10368,150.96361,"h","10/03/2019",12.41679172,12453,2227,NA,"N"
"321",-34.10368,150.96361,"h","10/03/2019",5.151069736,12455,2233,NA,"N"
