price,distance_from_CBD,distance_from_closest_private_school,distance_from_closest_public_school,distance_from_closest_station,Violent.Crime,Non.Violent.Crime,Drug.offences,predicted,residuals
1760000,19.91949044,1.23,0.353,0.881,373,3766,472,1090459.1083112832,669540.8916887029
1210000,20.59761753,0.548,0.528,0.344,373,3766,472,1089075.0694664689,120924.93053351756
1265000,20.06608146,1.157,0.209,0.771,373,3766,472,1082588.4596857463,182411.54031423986
546000,20.57618447,0.623,0.335,0.234,373,3766,472,1079480.6557614966,-533480.6557615105
465000,20.93908378,0.46,0.607,0.254,373,3766,472,1088541.1661763736,-623541.1661763875
631500,20.91993718,0.225,0.767,0.273,373,3766,472,1097230.9266914874,-465730.926691501
700000,20.75870106,0.725,0.821,0.805,373,3766,472,1104459.6240919693,-404459.624091983
455000,21.14003836,0.131,0.877,0.467,373,3766,472,1103343.4948432515,-648343.4948432652
775000,21.2758566,0.105,0.785,0.528,373,3766,472,1099772.5387813747,-324772.5387813882
1250000,20.21388599,0.93,0.211,0.594,373,3766,472,1080664.7769720661,169335.22302792012
790000,20.96550315,0.569,0.73,0.748,373,3766,472,1099646.2847237352,-309646.2847237487
565000,20.61574103,0.613,0.371,0.22,373,3766,472,1080397.6988009338,-515397.6988009477
775000,21.08021988,0.385,0.814,0.634,373,3766,472,1101758.1483310652,-326758.1483310786
480000,20.98048221,0.428,0.638,0.268,373,3766,472,1089870.4316258966,-609870.4316259103
1305000,20.39660503,0.966,0.923,0.899,373,3766,472,1110870.264854485,194129.73514550115
1167500,19.38732271,1.862,0.619,1.478,373,3766,472,1108930.6155186363,58569.384481349305
1455000,20.24655145,0.892,0.271,0.576,373,3766,472,1082751.9857940413,372248.0142059447
565000,20.75711246,0.67,0.865,0.738,373,3766,472,1105628.9380413669,-540628.9380413807
1050000,19.89329498,1.247,0.421,0.915,373,3766,472,1093679.810755238,-43679.81075525183
1095000,19.85720951,1.287,0.57,0.993,373,3766,472,1100580.4617909307,-5580.461790944759
545000,20.26887065,0.982,0.144,0.59,373,3766,472,1077084.3373889986,-532084.3373890123
1550000,20.07260535,1.118,0.174,0.74,373,3766,472,1081050.6770299019,468949.3229700842
813500,21.36430131,0.44,0.38,0.625,373,3766,472,1081926.7622842877,-268426.7622843011
715000,21.09904359,0.474,0.723,0.724,373,3766,472,1098679.3486932903,-383679.3486933041
870000,20.88124163,0.748,0.315,0.516,373,3766,472,1079262.1857475175,-209262.18574753107
1050000,19.83620095,1.32,0.657,1.047,373,3766,472,1104653.7318197824,-54653.731819796194
1650000,20.51802934,0.795,0.838,0.739,373,3766,472,1105590.1954887954,544409.8045111905
790000,20.08389053,1.344,0.23,0.955,373,3766,472,1084413.2151406072,-294413.2151406209
1150000,20.88569807,0.721,0.688,0.865,373,3766,472,1099176.2677183973,50823.732281589095
925000,20.61218354,0.539,0.415,0.204,373,3766,472,1082530.419538814,-157530.4195388278
900000,20.66907798,0.92,0.81,0.984,373,3766,472,1105840.531863689,-205840.53186370237
1020000,20.68923298,0.717,0.415,0.374,373,3766,472,1082894.0168126146,-62894.01681262829
780000,21.11953739,0.656,0.552,0.901,373,3766,472,1093014.4764829187,-313014.4764829322
1300000,20.00056388,1.178,0.649,0.94,373,3766,472,1102523.656796459,197476.34320352683
712500,20.48863123,0.869,0.905,0.825,373,3766,472,1109094.5478853676,-396594.54788538156
980000,20.40975227,1.039,0.32,0.955,373,3766,472,1087720.1077529262,-107720.10775293983
1180000,20.13859032,1.027,0.546,0.787,373,3766,472,1096336.1875263704,83663.81247361586
545000,20.77454658,0.48,0.53,0.116,373,3766,472,1084722.0971447267,-539722.0971447403
1200000,20.11745556,1.136,0.129,0.745,373,3766,472,1078842.919979253,121157.08002073319
1175000,21.7950764,0.592,0.562,0.994,373,3766,472,1089493.4965439336,85506.50345605296
1135000,20.20522197,1.099,0.874,0.97,373,3766,472,1110566.9398776903,24433.060122296134
1255000,20.19133815,1.077,0.808,0.927,373,3766,472,1107679.1396165774,147320.86038340887
910000,21.17455775,0.432,0.734,0.723,373,3766,472,1098798.5623771027,-188798.56237711612
740000,20.30429192,1.143,0.205,0.763,373,3766,472,1080358.0123569893,-340358.01235700306
695000,20.80313449,0.404,0.769,0.414,373,3766,472,1098909.7755422723,-403909.775542286
855000,21.35303243,0.479,0.357,0.635,373,3766,472,1080948.6080768474,-225948.60807686122
550000,20.82592482,0.314,0.673,0.223,373,3766,472,1092880.6116207493,-542880.6116207632
920000,20.61436014,0.737,0.894,0.729,373,3766,472,1107265.951847051,-187265.95184706472
1555000,21.61743105,0.517,0.364,0.839,373,3766,472,1081697.4313637496,473302.56863623724
1325000,22.44643763,1.236,0.521,1.684,373,3766,472,1087124.9316619623,237875.06833802434
1630000,21.60888011,0.5,0.38,0.827,373,3766,472,1082354.7668937624,547645.2331062243
1600000,21.26624724,0.594,0.566,0.897,373,3766,472,1092758.3769527758,507241.6230472107
1459000,22.38764757,1.156,0.608,1.593,373,3766,472,1090303.6522235204,368696.34777646617
1640000,21.61121318,0.389,0.626,0.811,373,3766,472,1092549.6870448198,547450.312955167
1140000,21.57730968,0.351,0.559,0.801,373,3766,472,1090442.6816313656,49557.31836862105
1700000,22.38410549,0.76,0.921,1.82,373,3766,472,1109349.0865057649,590650.9134942217
1368000,22.42725717,1.286,0.449,1.736,373,3766,472,1084871.723677073,283128.2763229138
1900500,23.03876819,1.835,0.533,2.284,373,3766,472,1086334.2150286764,814165.7849713104
1380000,21.98984887,0.974,0.386,1.274,373,3766,472,1081934.6213093125,298065.3786906739
1562000,21.84527932,0.735,0.413,1.42,373,3766,472,1088565.7350908315,473434.2649091553
1580000,22.75491583,1.566,0.774,2.016,373,3766,472,1096367.3307136195,483632.6692863674
1350000,22.50654956,1.32,0.535,1.834,373,3766,472,1088695.6218858948,261304.3781140919
1680000,21.68845491,0.744,0.14,0.989,373,3766,472,1072740.7175565674,607259.2824434192
1255000,22.20136124,0.978,0.625,1.399,373,3766,472,1091181.143665107,163818.8563348797
1410000,22.69274101,1.48,0.748,1.928,373,3766,472,1095317.0326604985,314682.9673394881
2050000,22.49347641,1.272,0.805,1.691,373,3766,472,1097456.2129226362,952543.7870773501
1780000,21.63412371,0.918,0.122,1.069,373,3766,472,1072215.3782136447,707784.6217863415
1150000,22.1878294,0.957,0.532,1.39,373,3766,472,1087760.0498168105,62239.95018317619
1800900,22.7277619,1.547,1.142,1.941,373,3766,472,1109814.0085500416,691085.9914499448
1820000,22.11751055,1.084,0.508,1.399,373,3766,472,1086470.296350536,733529.7036494509
1085000,21.97721316,0.79,0.378,1.512,373,3766,472,1086989.0880780397,-1989.088078052879
1320000,21.83599901,0.668,0.481,1.043,373,3766,472,1086095.1366373657,233904.8633626209
1800000,21.57148522,0.871,0.109,1.007,373,3766,472,1071725.3351807327,728274.664819254
1450000,22.44606244,1.217,0.608,1.657,373,3766,472,1090236.9188567265,359763.08114326
1575000,22.76426304,1.557,0.798,2.005,373,3766,472,1097122.130647035,477877.8693529516
1580000,22.40441707,1.239,0.429,1.69,373,3766,472,1084009.3154226227,495990.68457736407
2100100,22.00866009,0.95,0.426,1.271,373,3766,472,1083477.7918444271,1016622.2081555595
920000,21.16224316,0.582,0.47,0.559,373,3766,472,1084903.290803678,-164903.29080369158
1000000,23.18580261,1.748,0.33,2.527,373,3766,472,1081702.5770586187,-81702.57705863181
1425000,22.10533345,0.508,0.694,1.566,373,3766,472,1101357.4730523925,323642.52694759454
1810000,22.09032283,0.497,0.679,1.554,373,3766,472,1100823.1531150762,709176.8468849104
1420000,21.87266241,0.744,0.422,1.095,373,3766,472,1083628.0361348526,336371.963865134
1383000,21.2616154,0.428,0.718,0.755,373,3766,472,1097946.7853260932,285053.21467389324
970000,21.78895712,0.645,0.226,1.089,373,3766,472,1077577.928875711,-107577.92887572435
1500000,22.51151106,1.346,0.534,1.797,373,3766,472,1087820.0710227636,412179.9289772228
1360000,22.68880704,1.508,1.112,1.902,373,3766,472,1108743.2636602551,251256.73633973158
1260000,22.61564159,1.385,0.813,1.816,373,3766,472,1097617.8588046723,162382.14119531435
1665000,22.538815,1.359,0.566,1.81,373,3766,472,1088900.4204577662,576099.5795422206
950000,22.7519403,1.536,1.034,1.951,373,3766,472,1105688.345558182,-155688.3455581956
1515000,22.47628218,1.296,0.507,1.808,373,3766,472,1087693.23699892,427306.7630010662
1523000,21.64343639,0.786,0.462,1.224,373,3766,472,1088771.6538473547,434228.34615263174
1725000,23.03394077,1.825,0.555,2.273,373,3766,472,1087144.2614658552,637855.7385341316
1885000,22.74329232,1.406,0.754,2.097,373,3766,472,1098340.1441295156,786659.8558704709
1475000,22.6053907,1.391,0.671,1.838,373,3766,472,1092515.5440169333,382484.4559830533
1330000,23.09385829,1.726,0.4,2.406,373,3766,472,1083547.1733281363,246452.82667185043
1730000,22.69251879,1.045,1.098,2.095,373,3766,472,1115185.5894034028,614814.4105965841
935000,21.57658524,0.391,0.528,0.775,373,3766,472,1088505.1643510992,-153505.1643511126
1450000,22.64532073,1.464,1.077,1.857,373,3766,472,1107471.436165433,342528.5638345535
1550000,22.74495727,1.564,1.155,1.958,373,3766,472,1110275.902595932,439724.09740405466
1180000,21.68942068,0.459,0.512,0.903,373,3766,472,1088263.6847588322,91736.31524115439
1070000,22.02733919,0.662,0.549,1.658,373,3766,472,1096500.5606219347,-26500.560621947938
1260000,21.33328389,0.27,0.674,0.657,373,3766,472,1095514.8066484039,164485.19335158262
1501000,21.67024122,0.799,0.433,1.233,373,3766,472,1087443.1846297728,413556.8153702139
1300000,21.96844525,0.924,0.384,1.236,373,3766,472,1081902.3351236333,218097.66487635314
1645000,21.83315216,0.615,0.355,1.065,373,3766,472,1082063.1847631775,562936.8152368087
1850000,23.00679747,1.79,0.985,2.206,373,3766,472,1103244.1779407437,746755.822059243
1250000,22.8230207,1.593,0.858,2.032,373,3766,472,1099019.9056135917,150980.09438639504
1085000,22.89923076,1.687,1.064,2.1,373,3766,472,1106512.3819767928,-21512.381976806348
1660000,21.7507418,0.558,0.526,0.95,373,3766,472,1088117.9953821157,571882.0046178708
1010000,21.66938236,0.36,0.255,1.253,373,3766,472,1084747.1870810553,-74747.18708106886
1750000,21.59445108,0.873,0.092,1.019,373,3766,472,1071035.4553916636,678964.5446083229
1320000,22.89589691,1.692,0.666,2.14,373,3766,472,1091762.7836082776,228237.21639170923
917000,22.12885528,0.846,0.423,1.644,373,3766,472,1088927.7918431005,-171927.79184311393
1779000,22.42398956,1.197,0.717,1.622,373,3766,472,1094272.8715940812,684727.1284059054
1200000,21.90592892,0.781,0.368,1.446,373,3766,472,1086295.346887372,113704.6531126146
990000,22.19143749,0.98,0.692,1.39,373,3766,472,1093695.945750141,-103695.94575015428
2050000,21.870759,0.777,0.371,1.109,373,3766,472,1081602.4124763322,968397.5875236542
1110000,21.83638282,0.727,0.148,1.167,373,3766,472,1074629.0743339958,35370.92566599073
1190000,22.05502929,0.959,0.492,1.299,373,3766,472,1085967.2531964441,104032.74680354261
1700000,21.41450723,0.183,0.724,0.627,373,3766,472,1097039.8758766975,602960.1241232892
865000,21.46726419,0.338,0.55,0.766,373,3766,472,1090634.33235557,-225634.33235558346
1100000,22.35648104,1.176,0.831,1.566,373,3766,472,1098585.5871533263,1414.412846660338
1700000,23.17401177,1.565,0.637,2.618,373,3766,472,1096640.0742560066,603359.9257439799
1210000,23.04267241,1.478,0.629,2.512,373,3766,472,1096620.524999638,113379.47500034868
1400000,23.28624314,1.675,0.579,2.72,373,3766,472,1094018.3309562025,305981.66904378455
1750000,22.38879325,0.87,0.737,1.924,373,3766,472,1102837.2311550078,647162.7688449789
1961002,23.32605753,2.111,0.381,2.556,373,3766,472,1079702.4718369308,881299.528163056
1540000,23.35924571,1.763,0.499,2.814,373,3766,472,1090961.2163767652,449038.7836232217
1980000,23.35591742,1.765,0.482,2.806,373,3766,472,1090194.9257193871,889805.0742805997
1320000,23.23361328,1.653,0.521,2.69,373,3766,472,1091975.484863992,228024.51513599462
1370000,18.25481906,2.452,0.227,2.81,373,3766,472,1118866.7653663268,251133.23463365925
1200000,17.77439441,2.252,0.654,3.259,373,3766,472,1148137.6103396406,51862.389660345005
1000000,18.13524369,2.577,0.294,2.901,373,3766,472,1122786.0007572924,-122786.0007573067
909000,18.70607513,1.987,0.432,2.384,373,3766,472,1120408.7341294028,-211408.73412941713
1810000,20.1891279,1.325,0.643,0.916,423,5069,288,1079254.601408627,730745.3985913591
1125000,24.3992744,2.732,1.668,3.159,423,5069,288,1103996.9328334078,21003.067166578672
1860000,21.36354797,0.249,0.262,0.627,423,5069,288,1059354.6067352656,800645.3932647211
1205000,24.49227607,2.824,1.721,3.245,423,5069,288,1105736.2871247954,99263.71287519144
1870000,21.4688684,0.182,0.573,0.718,423,5069,288,1072406.8719370416,797593.1280629445
955000,24.68169445,3.115,0.992,3.157,423,5069,288,1072076.3143645176,-117076.31436453095
1500000,21.40389849,0.33,0.171,0.933,423,5069,288,1059459.4792096657,440540.520790321
1200000,24.41381761,2.797,1.952,3.058,423,5069,288,1112706.3659569926,87293.63404299371
1700000,20.83909395,0.453,0.402,0.123,423,5069,288,1059831.614608365,640168.3853916214
2165000,21.45625035,0.172,0.54,0.707,423,5069,288,1071164.151527344,1093835.8484726427
950000,24.75971634,3.234,0.106,3.315,423,5069,288,1038603.6324752512,-88603.6324752647
510000,21.0058542,0.283,0.589,0.256,423,5069,288,1069113.185551134,-559113.1855511478
2100000,23.02131577,1.452,0.579,1.525,423,5069,288,1060286.4842403647,1039713.5157596219
1760000,21.45538504,0.192,0.656,0.708,423,5069,288,1075484.118367626,684515.8816323604
1550000,20.27706199,1.093,0.32,0.616,423,5069,288,1063485.6464966612,486514.35350332496
1675000,21.15024116,0.553,0.331,0.747,423,5069,288,1063039.8497381322,611960.1502618543
855000,21.91481911,0.351,0.697,0.392,423,5069,288,1066834.020538636,-211834.02053864978
1350000,20.77552536,0.645,0.413,0.407,423,5069,288,1063464.6892153255,286535.3107846607
1900000,21.51534679,0.233,0.628,0.765,423,5069,288,1074392.8825211,825607.1174788863
2200000,22.65727499,1.087,1.472,1.562,423,5069,288,1101662.6827702483,1098337.3172297385
1680000,21.39880087,0.202,0.317,0.677,423,5069,288,1062344.7233179861,617655.2766820005
1500000,19.63240621,1.901,0.297,1.435,423,5069,288,1073642.263758161,426357.73624182463
1850000,21.15132857,0.474,0.486,0.585,423,5069,288,1067224.5964770794,782775.4035229067
1900000,22.44128097,0.866,1.244,1.353,423,5069,288,1093500.7446239132,806499.2553760734
1550000,24.12987425,2.785,0.78,2.894,423,5069,288,1067590.9219233836,482409.0780766028
1500000,19.63240621,1.901,0.297,1.435,423,5069,288,1073642.263758161,426357.73624182463
2110000,21.51935936,0.079,0.405,0.738,423,5069,288,1066698.8590471002,1043301.1409528861
615000,20.40912914,1.177,0.793,0.966,423,5069,288,1085183.7047230017,-470183.70472301537
1350000,21.41572584,0.186,0.321,0.677,423,5069,288,1062491.8643949244,287508.1356050622
1750000,21.52357611,0.181,0.284,0.965,423,5069,288,1064570.304860164,685429.6951398224
1750000,20.07564062,1.502,0.697,1.231,423,5069,288,1085586.3555134016,664413.6444865847
995000,19.97854295,1.317,0.125,0.751,423,5069,288,1058666.108920653,-63666.10892066645
1492000,20.1896634,1.127,0.279,0.593,423,5069,288,1062016.7528282518,429983.2471717343
1728000,22.79949151,1.225,1.595,1.657,423,5069,288,1105405.7042202796,622594.2957797066
2175000,19.77853128,1.803,0.409,1.531,423,5069,288,1079014.3040176653,1095985.6959823205
1000000,20.5167355,0.837,0.466,0.367,423,5069,288,1065467.5775465828,-65467.57754659691
1725000,20.32447846,1.143,0.482,0.738,423,5069,288,1070744.1867141197,654255.8132858662
1470000,21.16656552,0.12,0.567,0.416,423,5069,288,1070740.0554543356,399259.9445456507
634000,20.65179023,0.979,0.666,0.73,423,5069,288,1076302.7229449437,-442302.7229449574
1685000,21.57769982,0.112,0.353,0.982,423,5069,288,1067624.516449447,617375.4835505394
960000,21.57448897,0.362,0.897,0.506,423,5069,288,1079158.511150847,-119158.5111508605
1855000,21.56615467,0.286,0.62,0.853,423,5069,288,1074521.034259639,780478.9657403473
452500,21.21092865,0.085,0.597,0.461,423,5069,288,1072505.0250970267,-620005.0250970401
1200000,20.31475453,0.982,0.303,0.42,423,5069,288,1060480.592169013,139519.4078309726
1650000,23.39550981,1.799,1.671,2.069,423,5069,288,1104396.8369917383,545603.1630082479
605000,21.23388837,0.56,0.16,0.272,423,5069,288,1048396.2791309311,-443396.2791309447
1680000,20.27250795,1.237,0.583,0.843,423,5069,288,1075871.098492652,604128.9015073337
1050000,21.52324719,0.304,0.896,0.441,423,5069,288,1079082.525817654,-29082.525817667476
891000,20.65179023,0.979,0.666,0.73,423,5069,288,1076302.7229449437,-185302.72294495738
1555000,20.77142966,0.534,0.428,0.115,423,5069,288,1060590.6618137006,494409.33818628575
2100000,19.70769266,1.871,0.338,1.43,423,5069,288,1074753.7176235619,1025246.2823764238
1570000,22.9866831,1.4,1.573,1.761,423,5069,288,1102978.401698612,467021.5983013746
1910000,22.22473673,0.652,0.351,0.732,423,5069,288,1053344.4923813303,856655.5076186563
1700000,21.51534679,0.233,0.628,0.765,423,5069,288,1074392.8825211,625607.1174788863
1700000,20.3810958,0.991,0.536,0.508,423,5069,288,1070152.089644818,629847.9103551677
1550000,21.23720103,0.166,0.399,0.517,423,5069,288,1064786.1916548181,485213.80834516825
2220000,22.67361765,1.106,0.273,1.184,423,5069,288,1049345.378629671,1170654.6213703163
1400000,21.33448298,0.239,0.638,0.621,423,5069,288,1074101.9198703486,325898.08012963773
845000,24.95397897,3.272,1.922,3.737,423,5069,288,1113047.0623931955,-268047.0623932089
903000,25.03296991,3.356,2.041,3.778,423,5069,288,1116835.901359263,-213835.90135927635
1760000,21.00684106,0.369,0.677,0.335,423,5069,288,1072950.0071881614,687049.9928118249
1725000,20.42076054,0.886,0.322,0.341,423,5069,288,1059924.4426280502,665075.5573719358
985000,24.75563922,3.184,0.926,3.23,423,5069,288,1069396.6645515198,-84396.66455153322
1800000,22.00752793,0.41,0.768,0.93,423,5069,288,1076467.5940919076,723532.4059080788
1710000,20.50456015,0.901,0.58,0.474,423,5069,288,1071042.7344782448,638957.2655217409
1930000,22.66896646,1.095,0.461,1.145,423,5069,288,1056135.3739584603,873864.6260415267
680000,21.71829279,0.143,0.68,0.226,423,5069,288,1067181.1248741772,-387181.12487419066
717500,21.0334489,0.68,0.334,0.395,423,5069,288,1057679.195746006,-340179.19574601937
567000,20.93439519,0.458,0.464,0.357,423,5069,288,1064923.6330972996,-497923.6330973132
800000,20.46156604,1.035,0.475,0.683,423,5069,288,1069386.6855519954,-269386.68555200915
913000,20.91444078,0.407,0.471,0.243,423,5069,288,1064073.0080178694,-151073.00801788332
1020000,25.17927857,3.751,0.584,3.844,423,5069,288,1056922.0707195655,-36922.07071957868
1575000,20.26824896,1.021,0.188,0.457,423,5069,288,1056674.9564248275,518325.04357515875
1860000,20.79801882,0.699,0.499,0.513,423,5069,288,1067730.4697511909,792269.5302487954
710000,20.55805771,1.052,0.697,0.817,423,5069,288,1079003.9561464319,-369003.9561464457
678000,21.14632581,0.63,0.212,0.338,423,5069,288,1051558.8330846697,-373558.833084683
959000,22.07138282,0.498,0.478,0.582,423,5069,288,1058637.9830848314,-99637.98308484447
1365000,20.24531599,1.097,0.283,0.592,423,5069,288,1061933.8723005957,303066.12769939017
1500000,21.23211284,0.511,0.211,0.871,423,5069,288,1059962.9065209492,440037.0934790377
1500000,21.23211284,0.511,0.211,0.871,423,5069,288,1059962.9065209492,440037.0934790377
1550000,21.36188427,0.261,0.234,0.599,423,5069,288,1057756.2112818074,492243.7887181791
1900000,20.10836445,1.192,0.337,0.639,423,5069,288,1065094.2828244409,834905.7171755448
2000000,23.55692261,1.964,1.728,2.244,423,5069,288,1106413.257123198,893586.7428767886
1385000,20.73284557,0.744,0.453,0.507,423,5069,288,1066038.2484060656,318961.7515939206
1795000,20.46114697,0.973,0.367,0.584,423,5069,288,1064257.3872904384,730742.6127095475
1720000,21.15605618,0.378,0.256,0.547,423,5069,288,1058577.111897063,661422.8881029234
1915000,20.04101337,1.276,0.244,0.723,423,5069,288,1062641.8909843708,852358.1090156154
606000,20.325884340000002,1.257,0.829,1.051,423,5069,288,1087894.2675153601,-481894.267515374
845000,24.88946032,3.473,0.419,3.569,423,5069,288,1051324.6847377724,-206324.68473778566
2201000,21.1864363,0.313,0.612,0.514,423,5069,288,1072105.2161313035,1128894.783868683
765000,19.98908409,1.304,0.129,0.736,423,5069,288,1058613.325289484,-293613.32528949785
1200000,21.21537705,0.553,0.205,0.907,423,5069,288,1060058.9209770618,139941.07902292465
1691000,20.23087531,1.213,0.497,0.778,423,5069,288,1072135.4029293046,618864.5970706813
930000,20.45463177,1.155,0.673,0.874,423,5069,288,1078947.1396437795,-148947.1396437938
1520000,20.10339388,1.193,0.246,0.628,423,5069,288,1061451.9487127082,458548.05128727766
1750000,20.3794588,0.952,0.427,0.432,423,5069,288,1065144.4327863462,684855.5672136398
1400000,20.89765696,0.824,0.526,0.741,423,5069,288,1070289.9141010544,329710.0858989319
1530000,20.62033991,0.698,0.188,0.241,423,5069,288,1053139.8561332007,476860.1438667858
880000,20.4053535,1.204,0.671,0.887,423,5069,288,1079068.146934104,-199068.14693411798
658000,20.82009342,0.832,0.552,0.57,423,5069,288,1069285.045893027,-411285.0458930408
1725000,20.26201031,1.029,0.188,0.467,423,5069,288,1056811.9427938526,668188.0572061335
1050000,24.57186776,3.146,0.356,3.243,423,5069,288,1049553.1307148426,446.8692851443377
543000,20.38829821,1.057,0.412,0.655,423,5069,288,1066975.2538046283,-523975.25380464207
1285000,24.30990897,2.74,1.022,2.784,423,5069,288,1074066.2561944902,210933.7438054961
1215000,20.97173753,0.394,0.469,0.334,423,5069,288,1065001.2266919757,149998.7733080107
1000000,15.95536732,6.612,0.446,6.468,51,277,18,1228289.7713177681,-228289.77131778383
1120000,15.90529011,6.563,0.378,6.536,51,277,18,1227573.8653767542,-107573.86537676993
1285000,15.96084743,6.361,0.467,7.036,51,277,18,1239936.0771584215,45063.922841562904
1870000,15.53954528,6.047,0.213,7.125,51,277,18,1237932.4448404857,632067.555159499
1110000,15.95819517,6.594,0.469,6.446,51,277,18,1228973.7554706447,-118973.7554706605
970000,15.95010925,6.585,0.369,6.546,51,277,18,1226795.7644222404,-256795.76442225618
1080000,15.95781398,6.385,0.405,6.982,51,277,18,1236535.9413118667,-156535.9413118823
1530000,15.65522943,6.27,0.667,6.438,51,277,18,1241971.9597204723,288028.04027951194
1000000,15.78337456,6.193,0.393,7.161,51,277,18,1242015.420117179,-242015.4201171945
1410000,15.48577676,5.745,0.893,7.733,51,277,18,1276564.1127180005,133435.8872819843
1241000,15.4793106,5.654,0.672,7.952,51,277,18,1272245.068903135,-31245.06890315027
1250000,15.79770165,6.174,0.487,7.219,51,277,18,1246568.1818973057,3431.818102678685
1112000,15.60998895,5.908,0.744,7.545,51,277,18,1265431.7640834225,-153431.76408343774
1390000,15.83880915,6.417,0.176,6.748,51,277,18,1224886.5584542637,165113.44154572103
890000,15.61924692,6.35,0.432,6.635,51,277,18,1235532.9335842945,-345532.93358431023
1650000,15.60505749,6.21,0.717,6.441,51,277,18,1244909.9056468923,405090.0943530921
1310000,15.77680325,6.3,0.111,6.911,51,277,18,1226439.2125830567,83560.78741692792
1185000,15.90172091,6.305,0.436,7.078,51,277,18,1240389.8139197556,-55389.813919771324
1010000,15.84013931,6.484,0.302,6.615,51,277,18,1227112.4123481598,-217112.4123481754
967000,15.44104759,5.623,0.66,7.961,51,277,18,1272525.6828114125,-305525.6828114277
1092500,24.30915801,1.375,0.517,0.584,496,7446,513,1023891.5933809404,68608.40661904644
1245000,25.53604399,2.552,0.829,1.093,496,7446,513,1022670.5637180128,222329.4362819739
1100000,24.94787284,1.962,0.339,0.591,496,7446,513,1006413.004857335,93586.99514265177
1180000,25.56176413,2.609,1.033,1.293,496,7446,513,1032868.3170505939,147131.68294939256
1185000,25.11367786,2.158,0.482,0.696,496,7446,513,1010365.1488442733,174634.85115571338
900000,24.56442024,1.576,0.162,0.19,496,7446,513,1000191.811578528,-100191.81157854124
1030000,24.71544872,1.756,0.205,0.303,496,7446,513,1000679.7208601045,29320.279139882063
1340000,25.17248803,2.211,0.519,0.746,496,7446,513,1011577.8893423744,328422.11065761227
1197500,25.26698902,2.278,0.567,0.84,496,7446,513,1013453.1316741034,184046.8683258834
1125000,25.23392006,2.247,0.528,0.798,496,7446,513,1011867.9633500201,113132.03664996666
1145000,24.8094525,1.849,0.229,0.39,496,7446,513,1001298.6594953826,143701.34050460428
935000,24.91300141,1.925,0.215,0.488,496,7446,513,1000686.5369785293,-65686.53697854256
1085000,25.11870284,2.148,0.44,0.68,496,7446,513,1008545.1688759786,76454.83112400814
1265000,24.9374099,1.958,0.404,0.636,496,7446,513,1009733.3487218921,255266.65127809445
1090000,25.17763949,2.212,0.513,0.746,496,7446,513,1011292.8482882266,78707.15171175996
910000,24.91348439,1.968,0.36,0.52,496,7446,513,1006384.7752352792,-96384.77523529275
460000,22.75831312,0.361,0.637,0.502,496,7446,513,1049688.9275435894,-589688.9275436027
630000,22.61155899,0.682,0.588,0.387,496,7446,513,1044503.3317067334,-414503.3317067469
685000,22.85115338,0.42,0.346,0.115,496,7446,513,1031226.6149498906,-346226.61494990386
855000,22.60204202,0.27,0.319,0.431,496,7446,513,1038503.7882331486,-183503.78823316208
655000,22.58166641,0.719,0.625,0.426,496,7446,513,1046461.7954753886,-391461.795475402
1000000,22.98031808,1.201,0.724,0.905,496,7446,513,1049892.1932604983,-49892.19326051168
755000,23.25781812,0.552,0.544,0.926,496,7446,513,1046551.1453975704,-291551.14539758326
1020000,22.21835961,0.973,0.474,0.727,496,7446,513,1046177.2578142753,-26177.25781428888
1375000,22.51688239,1.196,0.889,0.89,496,7446,513,1060109.4317111846,314890.56828880176
640000,23.09443325,0.116,0.096,0.303,496,7446,513,1025008.2026025525,-385008.20260256564
965000,21.89056256,1.041,0.358,0.958,496,7446,513,1047495.8255473515,-82495.82554736493
725000,22.27170743,0.697,0.484,0.602,496,7446,513,1046610.4776737813,-321610.4776737946
1021000,21.7768981,1.083,0.229,0.978,496,7446,513,1043449.761093382,-22449.761093395675
780000,22.1751461,1.306,0.569,1.019,496,7446,513,1051756.0976705998,-271756.0976706132
1250000,22.17553889,1.568,0.768,1.149,496,7446,513,1059112.284762678,190887.71523730835
920000,22.51594447,0.929,0.785,0.628,496,7446,513,1054447.5538779774,-134447.55387799093
1210000,22.25935945,1.193,0.593,0.904,496,7446,513,1051181.8038340993,158818.19616588726
1230000,22.18511941,1.033,0.439,0.781,496,7446,513,1045416.0488097689,184583.95119021734
1085000,23.35580521,0.489,0.379,0.757,496,7446,513,1037305.0478925821,47694.95210740489
1100000,23.37328448,0.472,0.358,0.728,496,7446,513,1036048.9795883179,63951.02041166905
717500,22.61155899,0.682,0.588,0.387,496,7446,513,1044503.3317067334,-327003.3317067469
1240000,22.86418123,1.435,0.647,1.133,496,7446,513,1049365.9024407968,190634.09755918992
1000000,22.81624441,1.414,0.701,1.111,496,7446,513,1051714.120452429,-51714.120452442534
925000,23.70919594,1.877,0.309,1.632,496,7446,513,1032711.6242561643,-107711.62425617772
960000,23.21672361,1.771,0.195,1.486,496,7446,513,1031308.9947286665,-71308.99472867971
771000,22.79691636,1.699,0.618,1.396,496,7446,513,1050535.8203396965,-279535.8203397099
1220000,23.85149286,1.875,0.467,1.647,496,7446,513,1037809.9612558421,182190.0387441446
1075000,23.40267017,1.43,0.591,1.56,496,7446,513,1049081.5025378435,25918.49746214325
