price,distance_from_CBD,distance_from_closest_private_school,distance_from_closest_public_school,distance_from_closest_station,Violent.Crime,Non.Violent.Crime,Drug.offences
1000000,27.63085994,1.985,0.525,2.406,721,5745,248
1000000,29.11258211,1.374,0.622,2.315,721,5745,248
760000,30.34775401,1.044,0.662,1.586,721,5745,248
930000,29.10548462,1.411,0.637,2.364,721,5745,248
895000,29.06421269,1.095,0.368,2.585,721,5745,248
950000,27.4742322,1.876,0.293,2.218,721,5745,248
1017000,27.73193722,1.735,0.316,2.284,721,5745,248
1152000,27.93893892,1.881,0.669,2.218,721,5745,248
920000,27.132248,2.153,0.566,2.26,721,5745,248
1205000,28.3404505,1.871,1.143,1.803,721,5745,248
1200000,28.27276268,1.727,0.858,2.145,721,5745,248
859000,26.88578857,2.406,0.46,2.39,721,5745,248
951000,29.84491346,0.975,0.17,2.076,721,5745,248
901000,29.74649976,0.752,0.177,2.249,721,5745,248
901000,29.74649976,0.752,0.177,2.249,721,5745,248
960000,27.36656622,2.289,0.748,2.399,721,5745,248
1010000,27.80606346,2.133,0.82,2.085,721,5745,248
1161000,27.7733074,2.105,0.766,2.142,721,5745,248
600000,28.60211757,0.588,0.382,1.262,721,5745,248
750000,28.20272836,1.091,0.614,1.995,721,5745,248
650000,27.7134122,1.095,0.603,1.165,721,5745,248
541000,28.25110827,1.012,0.6,1.96,721,5745,248
610000,29.27485905,0.488,0.69,1.521,721,5745,248
490000,27.53710665,1.388,0.374,1.505,721,5745,248
540000,28.23844166,0.879,0.443,1.805,721,5745,248
510000,29.05375202,0.682,0.083,1.22,721,5745,248
675000,28.40162702,0.952,0.591,2.043,721,5745,248
515000,29.00011633,0.287,0.516,1.86,721,5745,248
655000,29.05696559,0.346,0.442,1.496,721,5745,248
575000,29.35519319,0.572,0.68,1.577,721,5745,248
740000,29.12455354,0.433,0.408,1.41,721,5745,248
740000,29.12455354,0.433,0.408,1.41,721,5745,248
640000,27.78462957,1.384,0.214,1.888,721,5745,248
575000,28.20498889,1.014,0.588,1.915,721,5745,248
640000,29.40623438,0.761,0.395,1.909,721,5745,248
500000,29.01427984,0.575,0.192,2.143,721,5745,248
649000,28.1893117,0.822,0.361,1.676,721,5745,248
580000,28.4537331,0.346,0.365,1.353,721,5745,248
650000,28.56375379,0.338,0.158,1.66,721,5745,248
500000,28.10443055,0.694,0.339,1.262,721,5745,248
635000,28.23626179,0.572,0.456,1.146,721,5745,248
550000,28.60682874,0.338,0.199,1.713,721,5745,248
645000,27.8186049,1.04,0.598,1.355,721,5745,248
600000,28.6824355,0.172,0.493,1.515,721,5745,248
760000,27.95771683,0.988,0.52,1.55,721,5745,248
682000,27.33252158,1.472,0.403,1.121,721,5745,248
636500,29.33777704,0.662,0.405,1.861,721,5745,248
410000,27.9965599,0.846,0.412,1.356,721,5745,248
672500,27.65982676,1.147,0.827,1.691,721,5745,248
1200000,27.26134855,0.291,0.514,0.447,721,5745,248
860000,27.24376746,1.448,0.355,0.825,721,5745,248
580000,26.35897358,0.839,0.17,0.865,721,5745,248
850000,26.26676854,2.192,0.642,1.887,721,5745,248
1040000,28.08369983,0.875,0.616,0.803,721,5745,248
880000,27.98297182,1.72,0.423,2.265,721,5745,248
705000,26.47371245,0.731,0.162,0.933,721,5745,248
815000,27.41138174,1.192,0.793,2.477,721,5745,248
771000,26.70167774,1.926,0.567,1.326,721,5745,248
740000,27.70926983,1.094,0.284,0.804,721,5745,248
780000,26.5153456,0.536,0.37,0.966,721,5745,248
830000,26.27693037,2.204,0.629,1.891,721,5745,248
915000,28.75312633,0.904,0.339,1.333,721,5745,248
856000,27.0931912,1.296,0.383,2.055,721,5745,248
760000,26.46176014,2.176,0.72,1.59,721,5745,248
1280000,28.27298313,0.933,0.429,1.391,721,5745,248
855000,26.85912683,1.981,0.332,1.438,721,5745,248
775000,27.08989409,0.921,0.712,1.382,721,5745,248
765000,28.10985848,0.588,0.256,0.826,721,5745,248
820000,26.94409474,1.119,0.213,1.877,721,5745,248
805000,27.23594013,0.702,0.643,1.187,721,5745,248
750000,26.79856636,0.821,0.405,0.589,721,5745,248
735000,28.83572877,1.094,0.627,1.224,721,5745,248
930000,26.27122209,2.21,0.568,1.948,721,5745,248
855500,26.23460022,2.183,0.544,2.002,721,5745,248
861000,27.0445738,1.214,0.317,1.974,721,5745,248
780000,27.31532806,1.801,0.297,1.92,721,5745,248
876000,27.46920388,0.804,0.919,1.337,721,5745,248
753000,26.90710733,0.769,0.32,1.103,721,5745,248
745000,26.67933137,0.884,0.231,0.745,721,5745,248
783000,27.13839228,0.624,0.467,1.059,721,5745,248
819000,27.46021067,1.554,0.302,1.699,721,5745,248
620000,27.88108355,0.669,0.564,1.197,721,5745,248
745000,27.880715,0.69,0.585,1.22,721,5745,248
865000,27.8251093,1.532,0.619,2.355,721,5745,248
830000,27.63964435,1.567,0.758,2.194,721,5745,248
701000,27.95017984,0.635,0.446,1.141,721,5745,248
628000,28.14258268,0.771,0.345,1.236,721,5745,248
720000,27.94201198,1.652,0.45,2.198,721,5745,248
872000,27.76059208,1.02,0.831,1.566,721,5745,248
790000,27.35946452,1.377,0.634,1.962,721,5745,248
715000,26.70720306,2.254,0.489,1.867,721,5745,248
600000,28.17193938,0.866,0.725,0.842,721,5745,248
745588,26.61460091,0.474,0.589,1.146,721,5745,248
760000,26.67356087,0.616,0.321,1.133,721,5745,248
750000,28.35429495,1.034,0.501,1.489,721,5745,248
735000,28.16143619,0.804,0.647,0.737,721,5745,248
762000,27.84174467,1.187,0.673,1.732,721,5745,248
680000,27.21532672,1.585,0.391,1.108,721,5745,248
739000,26.74363264,0.824,0.28,0.685,721,5745,248
850000,28.09197815,0.757,0.398,1.239,721,5745,248
795000,27.84770872,1.486,0.631,2.427,721,5745,248
730000,27.76003757,0.791,0.789,1.336,721,5745,248
751000,26.80650701,2.102,0.374,1.685,721,5745,248
590000,27.66416324,0.55,0.584,0.238,721,5745,248
625000,27.96704375,0.949,0.574,0.614,721,5745,248
733000,27.89874432,1.49,0.606,2.468,721,5745,248
650000,28.02598533,0.501,0.233,0.841,721,5745,248
850000,28.17405086,1.677,0.214,2.217,721,5745,248
700000,27.851713320000002,1.041,0.409,0.594,721,5745,248
791000,26.69581407,0.558,0.668,1.275,721,5745,248
910000,26.15757401,2.105,0.346,2.313,721,5745,248
980000,26.49753053,2.394,0.577,1.803,721,5745,248
740000,26.825913,2.009,0.371,1.43,721,5745,248
738000,28.45531718,1.041,0.654,1.032,721,5745,248
736000,27.42531848,1.536,0.284,1.602,721,5745,248
617000,27.08950817,1.58,0.536,0.958,721,5745,248
765000,26.95638862,0.752,0.369,1.116,721,5745,248
642000,27.55910813,1.513,0.197,1.781,721,5745,248
660000,27.92142485,0.592,0.443,1.099,721,5745,248
860000,26.80151783,0.83,0.249,1.59,721,5745,248
778500,27.11806415,1.274,0.39,2.034,721,5745,248
930000,28.01529129,0.949,0.559,0.729,721,5745,248
995000,28.01328237,0.678,0.408,1.171,721,5745,248
746000,26.92395275,1.918,0.274,1.417,721,5745,248
803000,28.07031824,1.221,0.551,1.756,721,5745,248
595000,28.90173342,1.137,0.5,1.169,721,5745,248
870000,26.48155759,1.07,0.218,0.917,721,5745,248
905000,26.98089858,0.558,0.3,0.583,721,5745,248
698000,27.21029871,1.278,0.552,2.238,721,5745,248
850000,26.68571327,2.189,0.478,1.646,721,5745,248
907500,26.03558695,2.003,0.609,2.159,721,5745,248
625000,28.7948015,1.023,0.418,1.295,721,5745,248
890000,26.99054286,0.977,0.366,1.733,721,5745,248
800000,26.12004948,2.103,0.425,2.26,721,5745,248
700000,26.97344698,1.127,0.239,1.886,721,5745,248
710000,28.67423445,0.784,0.327,1.272,721,5745,248
890000,27.60469552,0.232,0.731,0.365,721,5745,248
762000,27.51669421,1.318,0.844,2.398,721,5745,248
660000,27.23067311,1.557,0.451,0.938,721,5745,248
907500,26.03425671,2.005,0.601,2.17,721,5745,248
885000,27.59156032,1.346,0.869,2.406,721,5745,248
860000,27.31168894,1.329,0.23,0.708,721,5745,248
720000,27.91019506,0.796,0.601,0.509,721,5745,248
590000,28.43942759,0.951,0.587,1.022,721,5745,248
800000,28.19006589,1.439,0.333,1.972,721,5745,248
591000,27.9773316,1.434,0.446,1.978,721,5745,248
684000,27.98133742,0.944,0.509,0.734,721,5745,248
630000,28.45017562,0.995,0.558,1.039,721,5745,248
825000,26.66643565,0.605,0.448,1.362,721,5745,248
695000,27.67624032,0.212,0.564,0.732,721,5745,248
685000,27.95886159,1.468,0.449,2.013,721,5745,248
905000,27.03273905,1.202,0.305,1.962,721,5745,248
732000,27.34743239,1.285,0.177,0.667,721,5745,248
750500,27.62180549,0.166,0.678,0.446,721,5745,248
660000,26.75345013,0.852,0.359,0.638,721,5745,248
736000,27.64992958,1.2,0.811,1.743,721,5745,248
675000,27.05038668,0.68,0.409,1.083,721,5745,248
685000,27.03602129,1.172,0.301,1.932,721,5745,248
610000,27.54774991,1.503,0.231,1.747,721,5745,248
670000,27.93240931,1.678,0.465,2.224,721,5745,248
655000,28.06839779,0.81,0.501,1.312,721,5745,248
835000,26.41703151,0.291,0.643,0.945,721,5745,248
750000,27.58643191,0.828,0.956,1.371,721,5745,248
860000,27.3817492,1.56,0.232,1.568,721,5745,248
720000,27.48822903,0.386,0.71,0.921,721,5745,248
712000,27.37406139,0.952,0.869,1.474,721,5745,248
675000,28.12527065,0.89,0.54,1.389,721,5745,248
555000,28.42552218,0.966,0.604,1.007,721,5745,248
730000,27.10329431,0.456,0.286,0.765,721,5745,248
731500,27.17937548,1.231,0.453,1.989,721,5745,248
715000,26.55808755,2.274,0.605,1.672,721,5745,248
572500,27.67248169,1.118,0.335,0.885,721,5745,248
710000,26.96721878,1.809,0.41,1.19,721,5745,248
774000,27.09348719,0.459,0.276,0.754,721,5745,248
785000,26.42418193,0.292,0.652,0.959,721,5745,248
572000,28.08582387,1.731,0.353,2.352,721,5745,248
657000,27.8215346,0.827,0.767,1.369,721,5745,248
630000,28.01733058,0.762,0.502,1.269,721,5745,248
703000,27.0903395,0.799,0.585,1.245,721,5745,248
680000,26.76785809,0.771,0.247,0.725,721,5745,248
615000,26.99868948,1.891,0.166,1.548,721,5745,248
655000,26.83004888,1.998,0.381,1.4,721,5745,248
835000,27.78357262,0.333,0.579,0.484,721,5745,248
510000,26.22747612,2.2,0.457,2.09,721,5745,248
845000,26.96890196,1.033,0.265,1.794,721,5745,248
655000,27.76671005,0.27,0.544,0.535,721,5745,248
690000,27.3522624,1.598,0.216,1.594,721,5745,248
585000,27.13151255,1.251,0.397,2.011,721,5745,248
585500,28.68652241,1.208,0.66,1.278,721,5745,248
750000,27.53191566,0.878,1.016,1.417,721,5745,248
670000,26.8270023,2.049,0.336,1.579,721,5745,248
650000,26.08047203,2.06,0.54,2.176,721,5745,248
620000,28.96847887,0.912,0.246,1.168,721,5745,248
645000,28.28618382,0.825,0.192,1.221,721,5745,248
660000,26.77574716,2.095,0.388,1.587,721,5745,248
640000,28.15290631,0.83,0.421,1.308,721,5745,248
530000,28.19838446,0.672,0.119,0.961,721,5745,248
605000,28.27628971,1.011,0.738,0.861,721,5745,248
685000,27.74830277,1.061,0.302,0.797,721,5745,248
836000,27.08981494,1.049,0.463,1.789,721,5745,248
710000,26.65867023,0.654,0.253,1.108,721,5745,248
640000,27.2754007,1.678,0.171,1.619,721,5745,248
571000,27.12202044,1.71,0.205,1.305,721,5745,248
615000,26.95819068,1.983,0.267,1.701,721,5745,248
595000,28.89366437,0.973,0.732,1.168,721,5745,248
815000,27.4168647,1.628,0.273,1.766,721,5745,248
680000,26.7104574,0.639,0.325,1.172,721,5745,248
555000,28.20652996,0.843,0.366,1.301,721,5745,248
695000,26.84551944,0.71,0.499,1.304,721,5745,248
720000,26.59278685,2.04,0.624,1.446,721,5745,248
565000,28.61071716,1.13,0.596,1.206,721,5745,248
850000,26.90828785,0.797,0.553,1.529,721,5745,248
655000,29.38496021,0.611,0.8,2.014,1524,26762,712
705525,32.14255462,0.315,0.816,0.755,1524,26762,712
1032000,29.84828675,0.259,1.148,2.712,1524,26762,712
570000,32.14255462,0.315,0.816,0.755,1524,26762,712
665000,30.19150895,0.502,0.385,1.128,1524,26762,712
590000,32.14255462,0.315,0.816,0.755,1524,26762,712
505000,31.59731706,0.357,0.794,0.351,1524,26762,712
745000,29.20399672,1.023,0.504,0.882,1524,26762,712
692500,33.18643178,0.468,0.895,1.594,1524,26762,712
625000,31.24172865,1.176,0.745,1.089,1524,26762,712
800000,31.15300068,0.583,0.246,2.729,1524,26762,712
1101000,31.08429644,1.337,0.539,1.187,1524,26762,712
570000,29.18719121,0.605,0.601,1.34,1524,26762,712
785000,30.01152488,0.822,0.264,1.408,1524,26762,712
610000,32.7995414,0.248,0.649,1.093,1524,26762,712
700000,30.61402997,0.815,0.482,1.74,1524,26762,712
680000,32.50094674,0.555,0.378,0.793,1524,26762,712
480000,31.35574419,1.15,0.294,1.154,1524,26762,712
827000,29.51334629,0.903,0.401,1.583,1524,26762,712
635000,29.65148323,0.864,0.464,1.445,1524,26762,712
922000,29.89553957,0.317,1.147,2.773,1524,26762,712
1230000,31.17581062,0.735,0.731,1.708,1524,26762,712
565000,28.07593744,1.241,0.937,3.015,1524,26762,712
830000,31.99812844,1.517,0.51,1.65,1524,26762,712
935000,27.45857949,0.996,0.964,2.661,1524,26762,712
805000,29.64478117,0.175,0.456,0.871,1524,26762,712
640000,31.11488065,0.532,0.439,1.442,1524,26762,712
685000,30.33300939,0.611,0.504,1.926,1524,26762,712
735000,31.23974502,0.271,0.381,2.406,1524,26762,712
710000,30.03848305,1.453,0.875,1.66,1524,26762,712
773500,31.73729844,0.232,0.837,2.327,1524,26762,712
512000,29.2532032,0.988,0.227,2.368,1524,26762,712
382000,29.42523975,0.893,0.613,0.651,1524,26762,712
696000,29.25579775,0.856,0.548,1.586,1524,26762,712
770000,30.38036845,0.667,0.476,1.898,1524,26762,712
692000,30.60082674,0.273,0.788,1.231,1524,26762,712
835000,31.00821931,1.461,0.622,1.064,1524,26762,712
605000,30.38433352,0.639,0.603,1.471,1524,26762,712
750000,32.14255462,0.315,0.816,0.755,1524,26762,712
640000,30.66239027,0.293,0.797,1.272,1524,26762,712
790000,31.80861052,0.353,0.606,0.293,1524,26762,712
650000,29.59467096,0.809,0.518,1.475,1524,26762,712
515000,31.57209687,0.976,0.344,1.641,1524,26762,712
605000,31.62679068,0.831,0.775,1.992,1524,26762,712
840000,30.09092131,1.533,0.833,1.621,1524,26762,712
570000,32.14255462,0.315,0.816,0.755,1524,26762,712
806000,30.30964295,0.299,0.623,0.868,1524,26762,712
615000,30.56798644,0.67,0.24,2.107,1524,26762,712
670000,31.1083189,0.679,0.732,1.659,1524,26762,712
610000,31.28828833,1.084,0.394,1.095,1524,26762,712
930000,30.1213746,1.524,0.851,1.59,1524,26762,712
750000,32.45143489,0.901,0.429,0.903,1524,26762,712
780000,28.11167411,1.232,0.993,3.092,1524,26762,712
708000,29.79612907,0.315,0.381,0.888,1524,26762,712
705000,28.52737142,1.034,0.312,1.365,1524,26762,712
870000,31.14702138,1.246,0.484,1.264,1524,26762,712
680000,29.87260439,1.25,0.771,1.809,1524,26762,712
665000,28.22943518,1.611,0.184,2.146,1524,26762,712
650000,31.8459477,1.378,0.665,1.739,1524,26762,712
410500,29.37846088,0.7,0.429,0.684,1524,26762,712
680000,31.59902637,1.004,0.549,1.819,1524,26762,712
755000,28.94803802,1.252,1.569,3.474,1524,26762,712
635000,29.93462837,1.368,0.589,1.823,1524,26762,712
595000,30.80022017,0.37,0.725,1.364,1524,26762,712
738000,31.86496636,0.439,1.066,2.068,1524,26762,712
695000,32.71124633,0.341,0.588,1.004,1524,26762,712
705000,32.29618956,0.917,0.36,1.715,1524,26762,712
955000,29.55868372,1.069,0.454,2.135,1524,26762,712
770000,29.17500847,0.872,0.469,1.609,1524,26762,712
895000,30.00257655,1.48,0.76,1.716,1524,26762,712
700000,30.15077625,0.684,0.627,1.761,1524,26762,712
660000,32.33114139,0.495,0.454,0.664,1524,26762,712
683500,31.96122825,0.457,1.04,2.182,1524,26762,712
841000,31.73558988,0.719,0.48,0.766,1524,26762,712
720000,29.54799905,0.855,0.541,1.816,1524,26762,712
432000,29.99279118,1.325,0.166,0.547,1524,26762,712
720000,32.14255462,0.315,0.816,0.755,1524,26762,712
668000,29.32332233,0.49,1.188,2.652,1524,26762,712
583000,31.83903753,0.652,0.392,0.917,1524,26762,712
650000,29.30877571,0.326,0.453,1.016,1524,26762,712
645000,29.6098252,1.311,0.536,2.142,1524,26762,712
595000,32.13535127,1.1,0.29,1.802,1524,26762,712
650000,32.77877615,0.364,0.944,1.193,1524,26762,712
600000,27.66248735,1.17,0.932,2.648,1524,26762,712
625000,32.03554753,0.88,0.469,1.5,1524,26762,712
688000,31.42976233,1.366,0.398,1.335,1524,26762,712
324000,29.26250088,0.805,0.545,0.797,1524,26762,712
1040000,27.98770093,1.384,0.693,2.689,1524,26762,712
697500,30.44681161,0.444,0.572,2.614,1524,26762,712
699000,31.9622389,1.021,0.482,1.602,1524,26762,712
652000,29.56840148,0.935,0.357,0.954,1524,26762,712
893000,30.03594725,0.647,0.23,1.145,1524,26762,712
650000,32.6828109,0.227,1.131,1.303,1524,26762,712
770000,32.14255462,0.315,0.816,0.755,1524,26762,712
640000,31.18166223,0.774,0.276,1.133,1524,26762,712
860000,32.00184401,0.497,1.088,2.131,1524,26762,712
783000,32.14255462,0.315,0.816,0.755,1524,26762,712
396000,27.77117855,1.34,0.765,2.533,1524,26762,712
1200000,29.37850045,0.546,0.885,2.106,1524,26762,712
380000,29.42523975,0.893,0.613,0.651,1524,26762,712
645000,31.14065918,0.882,0.466,1.03,1524,26762,712
840000,28.33014443,1.44,0.92,3.122,1524,26762,712
650000,31.58599071,0.6,0.962,2.111,1524,26762,712
730000,30.78615927,0.2,0.486,1.031,1524,26762,712
679000,31.88301142,0.335,0.289,0.263,1524,26762,712
702000,28.47839273,1.468,0.153,2.234,1524,26762,712
600000,32.06012249,0.604,0.448,1.195,1524,26762,712
646000,31.9790596,0.375,0.325,0.28,1524,26762,712
585000,28.84177389,0.902,0.354,1.607,1524,26762,712
460000,29.52232799,0.849,0.568,0.55,1524,26762,712
717000,29.65555747,0.185,1.019,2.268,1524,26762,712
603500,32.10602725,0.557,0.452,0.47,1524,26762,712
745000,28.81328361,1.03,0.997,2.985,1524,26762,712
725000,31.80595792,0.326,0.953,2.192,1524,26762,712
660000,32.5660401,0.317,0.967,1.348,1524,26762,712
773000,29.36264032,0.757,0.464,1.478,1524,26762,712
630000,29.90333274,1.212,0.742,1.773,1524,26762,712
650000,30.41643797,0.607,0.404,2.003,1524,26762,712
700000,30.33351891,1.027,0.739,0.187,1524,26762,712
780000,32.00694324,0.813,0.551,0.77,1524,26762,712
743000,30.66713404,0.115,0.677,1.109,1524,26762,712
621000,29.82175419,0.855,0.294,1.538,1524,26762,712
1030000,29.7076209,1.186,0.603,1.988,1524,26762,712
590000,31.4390146,0.818,0.703,1.851,1524,26762,712
665000,31.54517248,0.809,0.448,0.801,1524,26762,712
830000,29.92099577,0.367,0.819,2.044,1524,26762,712
740000,30.22586373,0.615,0.417,1.331,1524,26762,712
700000,30.31948147,0.736,0.585,1.778,1524,26762,712
915000,27.97646161,1.434,0.639,2.612,1524,26762,712
680000,31.75757906,0.788,0.225,1.054,1524,26762,712
687000,31.97325121,0.367,0.317,0.271,1524,26762,712
775000,29.26463443,0.402,0.556,1.113,1524,26762,712
610000,31.90041434,0.641,0.358,1.028,1524,26762,712
748000,31.9674613,0.968,0.746,0.933,1524,26762,712
795000,29.08912854,0.726,1.046,2.765,1524,26762,712
435000,29.59257359,0.81,0.531,0.474,1524,26762,712
750000,28.91137995,0.759,0.553,1.436,1524,26762,712
650000,29.65705831,0.768,0.419,1.662,1524,26762,712
795000,28.1992607,1.175,1.303,3.435,1524,26762,712
505000,29.19407723,0.648,0.44,0.883,1524,26762,712
462000,29.99633092,1.152,0.339,0.365,1524,26762,712
770400,28.32722456,1.488,0.225,2.47,1524,26762,712
740000,29.72214196,1.349,0.477,2.048,1524,26762,712
730000,29.8674044,0.123,0.962,2.3,1524,26762,712
800000,31.96490496,0.844,0.366,1.394,1524,26762,712
860000,29.15677523,0.813,0.197,1.081,1524,26762,712
655000,30.49849806,0.225,0.703,1.12,1524,26762,712
580000,31.32570916,0.345,0.627,2.164,1524,26762,712
761000,32.23390774,0.236,0.765,0.947,1524,26762,712
715000,28.8547078,1.182,0.274,2.016,1524,26762,712
657500,28.44410898,1.419,1.02,3.253,1524,26762,712
780000,27.68280974,1.141,0.948,2.697,1524,26762,712
636000,28.947575960000002,1.091,1.361,3.258,1524,26762,712
700000,29.26273228,0.568,1.176,2.721,1524,26762,712
615000,29.63861449,0.951,0.601,1.828,1524,26762,712
800000,28.64925599,1.035,0.416,1.368,1524,26762,712
500000,29.45103482,0.474,1.386,2.778,1524,26762,712
665000,31.70100679,0.5,1.032,2.095,1524,26762,712
640000,28.84529892,1.035,0.47,2.258,1524,26762,712
597500,29.73995533,0.256,0.897,2.143,1524,26762,712
812500,32.22486765,1.22,0.126,1.658,1524,26762,712
690000,29.76462024,0.982,0.437,1.486,1524,26762,712
630000,30.33351891,1.027,0.739,0.187,1524,26762,712
685000,31.82002396,0.835,0.197,1.229,1524,26762,712
715000,30.62910512,1.067,0.916,1.401,1524,26762,712
867000,31.18786551,1.265,0.753,1.043,1524,26762,712
835000,30.95739491,1.118,0.867,0.808,1524,26762,712
510000,29.17665698,0.92,0.545,1.886,1524,26762,712
800000,29.72878692,0.274,1.228,2.679,1524,26762,712
747000,28.628582690000002,1.205,0.932,3.063,1524,26762,712
845000,28.72932604,1.338,1.401,3.446,1524,26762,712
692000,29.22025943,0.781,0.526,1.518,1524,26762,712
660000,29.46805431,0.819,0.437,1.902,1524,26762,712
630000,29.6135356,0.827,0.446,1.367,1524,26762,712
610000,32.52214702,0.326,0.921,1.332,1524,26762,712
718000,31.19487547,0.748,0.726,1.718,1524,26762,712
612000,31.48821754,0.902,0.639,1.833,1524,26762,712
750000,31.51439606,0.846,0.93,0.848,1524,26762,712
640000,29.58069406,0.614,0.611,1.851,1524,26762,712
430000,29.99633092,1.152,0.339,0.365,1524,26762,712
830000,33.03928176,0.437,0.93,1.458,1524,26762,712
680000,31.78323622,0.592,1.114,1.993,1524,26762,712
710000,29.5525716,0.893,0.612,0.533,1524,26762,712
835000,30.95739491,1.118,0.867,0.808,1524,26762,712
690000,29.77563453,1.007,0.51,1.574,1524,26762,712
720000,32.76193946,0.268,1.128,1.297,1524,26762,712
749000,32.48077941,0.23,0.906,1.233,1524,26762,712
805000,28.51977054,1.241,0.281,1.852,1524,26762,712
640000,31.67659793,1.082,0.441,1.728,1524,26762,712
750000,28.87675193,1.165,0.2,1.903,1524,26762,712
1015000,30.01682409,0.115,0.822,2.315,1524,26762,712
1011000,28.29023446,1.252,1.337,3.502,1524,26762,712
672500,31.96351325,0.799,0.572,0.759,1524,26762,712
660000,30.33351891,1.027,0.739,0.187,1524,26762,712
701000,31.88570706,0.286,0.308,0.193,1524,26762,712
675000,31.83505497,0.376,0.886,2.375,1524,26762,712
683000,31.7862324,1.018,0.752,1.824,1524,26762,712
940000,32.39636492,0.528,0.739,1.42,1524,26762,712
570000,28.84177389,0.902,0.354,1.607,1524,26762,712
755000,30.23178828,0.324,0.581,2.189,1524,26762,712
822000,32.15187973,1.062,0.306,1.774,1524,26762,712
735000,28.97904964,1.067,0.278,1.805,1524,26762,712
720000,30.24051313,0.645,0.445,1.38,1524,26762,712
705000,32.14255462,0.315,0.816,0.755,1524,26762,712
705000,29.02309692,0.755,0.857,2.598,1524,26762,712
650000,29.29313615,0.493,1.016,2.395,1524,26762,712
640000,32.72636829,0.278,0.97,1.179,1524,26762,712
515000,29.33818989,0.506,1.242,2.714,1524,26762,712
725000,30.33043068,0.279,0.619,0.907,1524,26762,712
590000,29.31646822,0.471,1.035,2.385,1524,26762,712
575000,31.60024105,1.128,0.456,1.519,1524,26762,712
705000,29.55279523,0.4,0.855,2.1,1524,26762,712
792000,27.40161418,0.968,0.926,2.624,1524,26762,712
422500,29.48594631,0.764,0.483,0.574,1524,26762,712
485000,30.32828244,0.283,0.608,0.923,1524,26762,712
693000,32.58787245,0.213,0.854,1.035,1524,26762,712
660000,32.02685583,1.356,0.79,1.53,1524,26762,712
627500,31.03143609,0.652,0.548,1.871,1524,26762,712
695000,33.02095613,0.477,0.974,1.458,1524,26762,712
950000,29.27548403,0.502,1.038,2.475,1524,26762,712
865000,29.20507767,0.875,0.587,1.903,1524,26762,712
465000,30.03477546,1.208,0.288,0.405,1524,26762,712
732000,32.34869432,1.13,0.694,1.07,1524,26762,712
830000,30.96617595,1.038,0.744,1.415,1524,26762,712
689000,32.43212539,0.83,0.335,0.827,1524,26762,712
550000,32.14255462,0.315,0.816,0.755,1524,26762,712
775000,27.12055356,0.598,1.023,2.602,1524,26762,712
665000,31.64890693,1.056,0.412,1.699,1524,26762,712
604000,29.89762019,1.202,0.731,1.779,1524,26762,712
1075000,28.33122582,1.459,0.732,2.945,1524,26762,712
630000,29.34548792,0.858,0.506,1.575,1524,26762,712
575000,31.41592369,0.587,0.878,2.001,1524,26762,712
770000,30.81678522,1.162,1.07,1.265,1524,26762,712
582000,29.27351932,0.859,0.632,1.845,1524,26762,712
725000,28.98839358,0.789,0.828,2.606,1524,26762,712
829000,31.74254278,1.268,0.589,1.648,1524,26762,712
435000,29.26895541,0.842,0.578,0.792,1524,26762,712
705000,31.43832366,0.878,0.197,1.462,1524,26762,712
845000,31.16330914,0.365,0.404,2.211,1524,26762,712
725000,32.82429887,0.4,0.964,1.234,1524,26762,712
625000,31.87984968,0.92,0.917,1.775,1524,26762,712
710000,29.02260218,0.762,0.91,2.67,1524,26762,712
820000,31.39874502,1.027,0.434,1.292,1524,26762,712
780000,29.68240869,0.334,0.343,0.991,1524,26762,712
615000,29.60287207,0.431,0.78,2.028,1524,26762,712
735000,31.71340216,0.831,0.789,0.816,1524,26762,712
675000,31.47841453,0.871,0.377,1.65,1524,26762,712
700000,29.91483731,0.35,0.834,2.06,1524,26762,712
855000,29.57003163,1.074,0.378,0.768,1524,26762,712
690000,31.82227969,1.507,0.522,1.671,1524,26762,712
635000,29.09404266,1.029,0.354,1.02,1524,26762,712
825000,31.98135697,0.867,0.63,0.829,1524,26762,712
595000,28.85158325,0.934,0.292,1.649,1524,26762,712
795000,31.3306619,0.355,0.842,0.412,1524,26762,712
710000,31.61270601,1.478,0.657,1.463,1524,26762,712
650000,30.85499907,0.619,0.699,1.609,1524,26762,712
790000,31.3306619,0.355,0.842,0.412,1524,26762,712
666000,31.65825097,0.801,0.803,0.79,1524,26762,712
660000,29.80555159,1.043,0.528,1.603,1524,26762,712
740000,30.97535061,1.047,1.119,1.088,1524,26762,712
835000,31.50512627,1.072,0.426,1.413,1524,26762,712
695000,29.39627921,0.703,0.425,1.422,1524,26762,712
1381000,29.32736205,0.452,1.071,2.436,1524,26762,712
761000,31.76733262,1.198,0.525,1.759,1524,26762,712
720000,31.37681545,1.172,0.807,1.18,1524,26762,712
790000,30.69128045,1.086,0.975,1.363,1524,26762,712
795000,31.62257395,0.831,0.85,0.824,1524,26762,712
740000,29.7058545,0.085,1.106,2.353,1524,26762,712
660000,30.07884946,1.466,0.754,1.652,1524,26762,712
636000,31.83106606,1.223,0.638,1.733,1524,26762,712
450000,30.41344886,0.823,0.865,0.318,1524,26762,712
1180000,29.08379052,0.543,0.6,1.179,1524,26762,712
750000,31.54339168,0.603,0.753,0.606,1524,26762,712
692000,30.98284836,0.697,0.543,1.834,1524,26762,712
