price,distance_from_CBD,distance_from_closest_private_school,distance_from_closest_public_school,distance_from_closest_station,Violent.Crime,Non.Violent.Crime,Drug.offences
1430000,42.88698906,3.936,1.642,2.522,464,2837,153
1400000,43.25716338,3.968,1.707,2.287,464,2837,153
1225000,43.3334157,3.843,1.524,2.089,464,2837,153
1125000,43.59410504,3.784,1.334,1.818,464,2837,153
1700000,43.70454618,3.761,1.613,2.072,464,2837,153
1540000,43.32861685,3.94,1.699,2.429,464,2837,153
1300000,43.08549186,3.853,1.449,2.671,464,2837,153
965000,43.7134073,3.795,1.4,1.843,464,2837,153
810000,43.65333103,3.817,1.567,2.04,464,2837,153
1310000,42.96565588,3.799,1.315,2.817,464,2837,153
1530000,43.20802331,3.929,1.689,2.28,464,2837,153
887000,43.60865499,3.881,1.442,1.925,464,2837,153
730000,43.32601066,3.997,1.755,2.371,464,2837,153
1155000,43.0882889,3.965,1.573,2.549,464,2837,153
1320000,43.31890681,3.852,1.602,2.528,464,2837,153
1575000,43.64068192,3.815,1.657,2.137,464,2837,153
750000,43.25690576,3.914,1.646,2.227,464,2837,153
1900000,42.94553695,3.777,1.67,2.314,464,2837,153
1187500,43.49553956,3.856,1.461,1.981,464,2837,153
1310000,43.19349662,3.988,1.762,2.355,464,2837,153
900000,43.28673633,3.92,1.637,2.212,464,2837,153
635000,40.79202912,0.775,0.408,3.148,464,2837,153
605000,40.86453484,1.926,0.986,2.943,464,2837,153
550000,38.26894373,3.323,1.334,5.521,464,2837,153
747500,38.80100374,2.892,0.73,4.963,464,2837,153
775000,40.05291306,1.495,1.093,3.851,464,2837,153
740000,40.3101962,2.524,0.962,3.58,464,2837,153
1290000,39.32638505,2.778,0.214,4.453,464,2837,153
750000,40.08149917,2.585,0.979,3.784,464,2837,153
580000,40.52885603,2.001,1.213,3.262,464,2837,153
595000,38.80100374,2.892,0.73,4.963,464,2837,153
605000,40.36907458,2.152,1.077,3.433,464,2837,153
930000,38.80100374,2.892,0.73,4.963,464,2837,153
675000,38.80100374,2.892,0.73,4.963,464,2837,153
790000,38.24953834,3.325,1.408,5.552,464,2837,153
650000,41.16866177,1.089,0.544,2.599,464,2837,153
665000,41.00954822,1.574,0.818,2.755,464,2837,153
800000,40.34124884,1.293,0.777,3.502,464,2837,153
525000,40.8849741,1.111,0.48,2.895,464,2837,153
630000,40.59944617,1.4,0.764,3.164,464,2837,153
630000,40.59944617,1.4,0.764,3.164,464,2837,153
605000,38.77032446,2.802,1.114,5.046,464,2837,153
545000,40.19829427,1.333,1.035,3.785,464,2837,153
680000,39.88005372,2.254,0.544,3.886,464,2837,153
700000,40.71974398,1.009,0.415,3.112,464,2837,153
550000,40.11650217,1.865,0.821,3.639,464,2837,153
762000,40.66779673,1.189,0.561,3.122,464,2837,153
535600,39.89453616,1.931,0.712,3.868,464,2837,153
575000,40.85353252,1.882,0.986,2.945,464,2837,153
860000,38.80100374,2.892,0.73,4.963,464,2837,153
870000,39.98503103,4.478,0.653,4.795,464,2837,153
1300000,40.14238512,4.453,0.654,4.688,464,2837,153
1500000,40.11412516,4.444,0.663,4.698,464,2837,153
1355000,40.1458199,4.221,0.889,4.531,464,2837,153
1300000,40.31509933,4.12,0.99,4.363,464,2837,153
790000,57.16134856,4.095,0.912,1.283,76,742,33
772000,60.18108827,1.806,1.417,1.771,76,742,33
750000,57.73876127,3.742,1.301,0.745,76,742,33
760000,57.57515233,4.019,1.336,0.824,76,742,33
545000,59.71181607,2.391,0.855,1.284,76,742,33
620000,59.81435232,2.176,1.008,1.386,76,742,33
465000,58.77412599,3.078,0.178,0.362,76,742,33
630000,58.14439334,3.173,1.447,0.964,76,742,33
720000,58.15745434,3.134,1.549,1.078,76,742,33
580000,59.6794661,2.358,0.84,1.248,76,742,33
730500,57.82361733,3.457,1.578,1.228,76,742,33
828000,57.11941248,4.125,0.887,1.318,76,742,33
660000,59.03304536,3.042,0.185,0.7,76,742,33
617500,58.32761164,3.429,0.572,0.126,76,742,33
570000,59.91085084,2.014,1.148,1.495,76,742,33
1150000,57.79748437,3.731,1.197,0.649,76,742,33
725000,57.99463088,3.652,0.928,0.404,76,742,33
790000,57.86295248,3.383,1.623,1.483,76,742,33
790000,57.4963879,3.749,1.258,1.64,76,742,33
750000,57.63967393,3.769,1.491,0.93,76,742,33
612000,58.61061052,3.233,0.284,0.239,76,742,33
465000,59.52493199,2.628,0.652,1.122,76,742,33
855000,57.97840953,3.662,0.946,0.42,76,742,33
644000,59.77487476,2.228,0.958,1.344,76,742,33
840000,57.74059506,3.806,1.225,0.684,76,742,33
520000,57.51807376,3.727,1.28,1.633,76,742,33
670000,58.06389783,3.234,1.56,1.067,76,742,33
712000,59.74468563,2.242,0.933,1.314,76,742,33
715000,58.20253182,3.153,1.294,0.809,76,742,33
788000,57.72356881,3.832,1.231,0.694,76,742,33
590000,58.0165987,3.669,0.885,0.385,76,742,33
900000,57.66659483,3.788,1.394,0.837,76,742,33
435000,59.85730265,2.007,1.125,1.452,76,742,33
710000,58.12796528,3.198,1.422,0.93,76,742,33
501000,59.82555677,2.076,1.067,1.41,76,742,33
455000,57.50713002,3.767,1.261,1.419,76,742,33
605000,57.49198299,3.78,1.245,1.439,76,742,33
715000,57.10460102,4.141,0.87,1.297,76,742,33
490000,57.64373015,3.603,1.403,1.556,76,742,33
735000,57.78046768,3.683,1.295,0.735,76,742,33
729000,59.14132309,3.068,0.354,0.867,76,742,33
600000,72.56131418,1.491,0.875,2.807,1212,9709,876
542250,72.2528419,1.951,0.634,3.147,1212,9709,876
835000,73.09379613,1.831,1.057,3.469,1212,9709,876
635000,72.34884494,1.344,0.501,2.379,1212,9709,876
550000,72.87502557,0.586,0.517,1.582,1212,9709,876
680000,71.44494533,2.259,0.488,2.812,1212,9709,876
845000,72.49603315,1.41,0.721,2.647,1212,9709,876
770000,73.12122789,0.355,0.584,1.881,1212,9709,876
610000,72.34884494,1.344,0.501,2.379,1212,9709,876
815000,72.95118772,0.501,0.485,1.718,1212,9709,876
530000,72.17300439,2.172,0.407,3.366,1212,9709,876
596000,72.16842512,1.632,0.798,2.627,1212,9709,876
700000,73.03912922,1.389,0.975,3.001,1212,9709,876
650000,71.45328085,1.648,0.976,1.629,1212,9709,876
655000,72.61679495,1.673,0.93,3.062,1212,9709,876
650000,71.70382456,2.022,0.663,2.715,1212,9709,876
757000,73.00338955,1.32,1.01,2.911,1212,9709,876
580000,72.7094206,1.499,0.991,2.924,1212,9709,876
650000,72.06057805,1.581,0.668,2.386,1212,9709,876
625000,71.31957679,1.933,0.685,1.921,1212,9709,876
575000,72.36230165,1.465,0.692,2.589,1212,9709,876
540000,72.10736769,2.346,0.235,3.535,1212,9709,876
610000,72.44264128,1.398,0.661,2.576,1212,9709,876
665000,72.33108172,1.707,0.893,2.895,1212,9709,876
740500,73.14900621,1.166,0.876,2.834,1212,9709,876
650000,71.93404957,1.742,0.808,2.508,1212,9709,876
540000,72.38560986,1.71,0.876,2.942,1212,9709,876
640000,71.28957648,1.791,0.898,1.761,1212,9709,876
860000,73.13017246,1.213,0.889,2.87,1212,9709,876
750000,72.98181904,1.328,1.009,2.907,1212,9709,876
825000,73.00725587,1.436,1.009,3.032,1212,9709,876
590000,72.24189374,2.097,0.482,3.32,1212,9709,876
620000,72.34884494,1.344,0.501,2.379,1212,9709,876
703000,73.10228526,0.354,0.648,1.707,1212,9709,876
595000,72.35403507,1.763,0.823,2.986,1212,9709,876
470000,72.65338506,1.615,0.988,3.02,1212,9709,876
618000,72.34884494,1.344,0.501,2.379,1212,9709,876
805000,73.25548896,0.212,0.792,1.752,1212,9709,876
675000,71.36790957,1.703,0.959,1.676,1212,9709,876
520000,72.85626318,1.508,1.102,3.026,1212,9709,876
665000,71.35220773,1.866,0.752,1.852,1212,9709,876
620000,73.41800438,0.657,0.861,2.481,1212,9709,876
635000,72.95551088,0.897,0.577,2.42,1212,9709,876
670000,72.41716428,1.437,0.694,2.605,1212,9709,876
530000,72.98030921,2.007,1.037,3.6,1212,9709,876
585000,72.99539655,2.033,1.048,3.633,1212,9709,876
780000,73.05589252,1.968,1.116,3.591,1212,9709,876
665000,72.1452043,1.631,0.782,2.598,1212,9709,876
780000,73.39340531,0.519,0.849,2.344,1212,9709,876
780000,73.39340531,0.519,0.849,2.344,1212,9709,876
590000,72.50763455,1.68,0.901,2.997,1212,9709,876
625000,72.96182048,0.496,0.556,1.632,1212,9709,876
700000,73.04840255,1.099,0.85,2.708,1212,9709,876
850000,73.05810939,1.113,0.871,2.729,1212,9709,876
520000,72.97556891,1.943,1.045,3.534,1212,9709,876
600000,71.25755094,1.696,1.074,1.649,1212,9709,876
680000,72.34884494,1.344,0.501,2.379,1212,9709,876
557500,72.32826385,2.957,0.725,4.331,1212,9709,876
440000,71.34491268,3.279,0.739,4.24,1212,9709,876
550000,71.73967399,2.905,0.328,3.999,1212,9709,876
698000,72.24701275,2.475,0.296,3.764,1212,9709,876
470000,71.39802003,3.177,0.647,4.141,1212,9709,876
500000,72.94791506,2.624,1.091,4.21,1212,9709,876
440000,72.81944251,2.83,1.074,4.376,1212,9709,876
425000,73.138745170000007,2.641,1.284,4.285,1212,9709,876
610000,72.91825688,2.389,0.985,3.963,1212,9709,876
802000,72.68959919,2.355,0.743,3.839,1212,9709,876
745000,72.57654144,2.663,0.739,4.116,1212,9709,876
410000,72.41496994,2.292,0.463,3.645,1212,9709,876
475000,71.85888082,2.757,0.178,3.886,1212,9709,876
380000,72.11715746,2.892,0.485,4.171,1212,9709,876
430000,72.95174367,2.216,0.997,3.801,1212,9709,876
500000,71.32008171,3.013,0.637,3.88,1212,9709,876
465000,71.56454583,3.151,0.576,4.201,1212,9709,876
670000,71.69593572,2.822,0.282,3.871,1212,9709,876
675000,72.3932839,2.94,0.766,4.339,1212,9709,876
655000,72.32559427,2.631,0.457,3.977,1212,9709,876
520000,71.69593572,2.822,0.282,3.871,1212,9709,876
606000,72.60884785,2.365,0.66,3.815,1212,9709,876
411000,71.62566118,2.993,0.428,4.042,1212,9709,876
720000,72.60134176,2.328,0.648,3.772,1212,9709,876
617562,71.63676877,3.056,0.48,4.126,1212,9709,876
470000,71.22286187,3.137,0.742,3.981,1212,9709,876
510000,71.60276604,3.124,0.547,4.189,1212,9709,876
605000,72.01817013,2.924,0.446,4.162,1212,9709,876
453000,71.52729655,3.1,0.542,4.119,1212,9709,876
612000,72.68840539,2.259,0.733,3.738,1212,9709,876
502000,72.64415031,2.896,0.956,4.384,1212,9709,876
405000,84.06827066,2.734,2.538,6.406,1212,9709,876
396500,82.55095453,0.454,0.519,7.634,1212,9709,876
528000,82.44927568,0.554,0.631,8.7,1212,9709,876
380000,81.59666288,1.691,1.682,9.261,1212,9709,876
530000,82.14638045,1.025,1.07,8.981,1212,9709,876
600000,82.08164009,0.777,0.498,8.088,1212,9709,876
425000,82.62400409,0.558,0.686,8.872,1212,9709,876
495000,81.99277244,0.84,0.647,7.716,1212,9709,876
580000,81.66022116,1.635,1.634,9.257,1212,9709,876
490000,82.40876739,0.454,0.233,8.251,1212,9709,876
570000,82.37576868,1.349,1.44,6.714,1212,9709,876
540000,82.01156404,0.832,0.657,7.667,1212,9709,876
550000,82.3612819,0.495,0.306,8.293,1212,9709,876
605000,81.72154427,1.614,1.629,9.299,1212,9709,876
468000,82.18794436,0.747,0.694,8.598,1212,9709,876
525000,82.00526356,1.079,1.068,8.878,1212,9709,876
720000,81.60846252,2.083,2.137,9.791,1212,9709,876
575000,82.28719464,0.584,0.296,8.133,1212,9709,876
545000,81.99139502,1.443,1.513,9.354,1212,9709,876
515000,82.5542927,0.379,0.457,8.587,1212,9709,876
685000,82.055706850000007,1.052,1.059,8.906,1212,9709,876
610000,81.81428009,1.199,1.105,7.174,1212,9709,876
450000,82.12577761,0.734,0.476,8.179,1212,9709,876
425000,82.58198486,0.481,0.592,8.753,1212,9709,876
485000,81.84763025,1.177,1.09,7.171,1212,9709,876
535000,81.79134725,1.147,1.021,7.312,1212,9709,876
1000000,81.45762681,1.965,1.967,9.487,1212,9709,876
469000,81.91841096,0.919,0.727,7.67,1212,9709,876
568000,81.85460967,1.351,1.354,9.087,1212,9709,876
502000,82.04262086,1.178,1.216,9.069,1212,9709,876
600000,82.30795959,0.596,0.545,8.528,1212,9709,876
390000,82.0399492,0.783,0.556,7.852,1212,9709,876
980000,81.52357129,1.674,1.635,9.136,1212,9709,876
445000,81.98754605,1.38,1.438,9.272,1212,9709,876
440000,82.2104463,0.691,0.598,7.583,1212,9709,876
465000,82.61900272,0.611,0.741,8.924,1212,9709,876
658350,82.35940941,0.489,0.214,8.08,1212,9709,876
480000,82.44870125,0.64,0.738,8.813,1212,9709,876
720000,81.54709966,1.576,1.519,9.009,1212,9709,876
475000,82.02836066,1.048,1.039,8.863,1212,9709,876
495000,82.02748844,1.205,1.242,9.088,1212,9709,876
440000,82.50375512,0.575,0.678,8.789,1212,9709,876
725000,82.20702942,0.634,0.367,8.035,1212,9709,876
540000,84.93585661,4.75,0.528,5.635,1212,9709,876
465000,84.9206921,4.772,0.476,5.572,1212,9709,876
456000,85.43632682,4.16,0.215,5.728,1212,9709,876
495000,85.9662494,3.658,0.717,6.159,1212,9709,876
565000,85.60838245,4.019,0.357,5.933,1212,9709,876
482000,84.84961687,4.766,0.404,5.331,1212,9709,876
476000,85.48214385,4.085,0.352,5.685,1212,9709,876
785000,85.78956943,3.83,0.54,6.061,1212,9709,876
432500,84.67666589,4.918,0.576,5.144,1212,9709,876
505000,85.13461736,4.646,0.601,5.893,1212,9709,876
470000,84.43215411,4.774,0.836,5.084,1212,9709,876
465000,85.0601531,4.6,0.278,5.596,1212,9709,876
540000,85.22270858,4.502,0.406,5.848,1212,9709,876
940000,84.46037684,5.029,0.797,4.938,1212,9709,876
490000,85.71643827,3.902,0.468,5.999,1212,9709,876
485000,85.20943256,4.512,0.399,5.832,1212,9709,876
855000,84.39629762,5.001,0.86,4.892,1212,9709,876
510000,85.92684054,3.742,0.685,6.262,1212,9709,876
500000,84.93730866,4.739,0.422,5.547,1212,9709,876
460000,84.97475975,4.681,0.34,5.525,1212,9709,876
925000,85.56027851,4.155,0.446,6.07,1212,9709,876
490000,85.83941714,3.809,0.591,6.157,1212,9709,876
955000,85.18523485,4.631,0.683,5.989,1212,9709,876
720000,65.56794438,0.274,1.272,1.035,1212,9709,876
415000,65.25538682,0.452,0.791,0.582,1212,9709,876
532000,65.33541436,0.361,0.883,0.632,1212,9709,876
575000,66.23553934,0.663,1.743,1.471,1212,9709,876
455000,65.41900635,0.271,1.049,0.828,1212,9709,876
470000,65.75334472,0.53,1.588,1.356,1212,9709,876
825000,66.51844922,0.979,1.476,1.58,1212,9709,876
724000,65.74865947,0.565,1.608,1.388,1212,9709,876
640000,65.58097722,0.099,1.156,0.815,1212,9709,876
408000,65.59878369,0.54,1.48,1.316,1212,9709,876
630000,65.20001662,0.526,0.975,0.954,1212,9709,876
610000,65.47915169,0.279,0.982,0.588,1212,9709,876
580000,65.58158435,0.179,1.094,0.672,1212,9709,876
990000,66.80910933,1.213,1.179,1.321,1212,9709,876
494000,65.28343065,0.423,0.988,0.887,1212,9709,876
690000,65.54706555,0.361,1.309,1.112,1212,9709,876
437000,65.28690205,0.517,1.123,1.074,1212,9709,876
720000,66.70673607,1.148,1.292,1.444,1212,9709,876
635000,65.91235203,0.76,1.838,1.601,1212,9709,876
740000,66.61827239,0.947,1.368,1.282,1212,9709,876
708000,66.67212875,1.079,1.313,1.409,1212,9709,876
545000,65.34629627,0.365,0.875,0.595,1212,9709,876
700000,66.13063715,0.454,1.678,1.176,1212,9709,876
685000,65.47013965,0.48,1.318,1.188,1212,9709,876
612600,65.62024771,0.188,1.122,0.667,1212,9709,876
640000,66.15401936,0.516,1.757,1.301,1212,9709,876
690000,66.3251967,0.656,1.661,1.366,1212,9709,876
770000,66.02642289,0.61,1.791,1.459,1212,9709,876
760000,66.97551192,1.188,1.004,1.039,1212,9709,876
810000,66.43924149,0.906,1.553,1.635,1212,9709,876
739000,66.48989138,0.844,1.488,1.449,1212,9709,876
560000,68.31682739,3.869,1.482,4.203,1212,9709,876
457000,70.85526369,2.589,0.358,2.571,1212,9709,876
580000,70.3232171,2.856,0.839,3.151,1212,9709,876
583000,70.48102961,2.707,0.675,2.917,1212,9709,876
595000,70.23326976,2.21,1.059,2.774,1212,9709,876
593000,70.44070929,2.054,1.01,2.495,1212,9709,876
580000,70.31271992,3.091,0.914,3.341,1212,9709,876
685000,70.64353909,1.943,1.022,2.231,1212,9709,876
627000,70.94256279,2.661,0.325,2.893,1212,9709,876
580000,70.60356639,1.848,1.117,2.212,1212,9709,876
585000,70.71816359,1.91,1.043,2.134,1212,9709,876
500000,70.26072069,1.824,1.281,2.528,1212,9709,876
644000,70.48793352,1.904,1.103,2.359,1212,9709,876
511000,70.63514612,2.042,0.935,2.303,1212,9709,876
720000,69.94831013,2.31,1.021,3.066,1212,9709,876
580000,70.46409328,3.094,0.77,3.236,1212,9709,876
720000,70.54239279,2.821,0.614,2.958,1212,9709,876
630000,70.48391502,1.874,1.13,2.345,1212,9709,876
600000,70.01428395,2.443,1.049,3.097,1212,9709,876
595000,70.41187012,3.032,0.796,3.223,1212,9709,876
752000,69.96198313,2.366,1.017,3.089,1212,9709,876
630000,70.15140222,2.346,1.072,2.927,1212,9709,876
640000,70.30719878,2.113,1.056,2.65,1212,9709,876
620000,70.99795827,2.321,0.458,2.299,1212,9709,876
617551,70.37373436,1.98,1.101,2.511,1212,9709,876
615000,70.55339167,2.012,0.989,2.362,1212,9709,876
585000,70.93977463,2.642,0.279,2.836,1212,9709,876
1700000,73.90725727,2.307,3.963,2.273,1212,9709,876
620000,72.47891801,0.268,2.059,0.096,1212,9709,876
1200000,72.44922195,0.325,1.529,0.406,1212,9709,876
530000,70.40150874,1.022,1.233,2.538,1212,9709,876
490000,70.22812898,1.129,1.115,2.573,1212,9709,876
380000,69.5499616,0.679,0.414,1.771,1212,9709,876
650000,70.01915257,0.708,0.818,2.27,1212,9709,876
417000,69.8092919,1.375,0.906,2.277,1212,9709,876
492500,70.16281242,0.388,1.008,2.379,1212,9709,876
475000,69.16383984,1.059,0.112,1.405,1212,9709,876
440000,70.0655521,1.177,0.997,2.44,1212,9709,876
570000,69.77513065,0.766,0.575,2.032,1212,9709,876
590000,69.88340476,0.992,0.744,2.203,1212,9709,876
524000,69.86014026,0.906,0.691,2.155,1212,9709,876
545000,69.43701456,0.937,0.237,1.7,1212,9709,876
415000,69.94474781,0.84,0.759,2.224,1212,9709,876
440000,69.30483618,0.967,0.123,1.551,1212,9709,876
535000,70.17265383,1.224,1.11,2.555,1212,9709,876
535000,70.11900928,1.144,1.028,2.479,1212,9709,876
558000,69.98860501,0.869,0.809,2.274,1212,9709,876
430000,69.82081247,0.403,0.711,2.036,1212,9709,876
490000,69.43220875,1.049,0.285,1.733,1212,9709,876
630000,70.03712861,0.561,0.844,2.267,1212,9709,876
486000,69.76173097,0.917,0.592,2.056,1212,9709,876
515000,69.3089043,0.988,0.112,1.562,1212,9709,876
475000,69.23513032,1.076,0.256,1.579,1212,9709,876
400000,69.37201671,1.142,0.415,1.755,1212,9709,876
445000,69.06390174,0.835,0.462,1.515,1212,9709,876
569000,69.71545168,0.746,0.514,1.964,1212,9709,876
649000,69.69586932,0.638,0.517,1.924,1212,9709,876
535000,69.66592092,0.565,0.536,1.884,1212,9709,876
575000,69.6375665,0.974,0.481,1.94,1212,9709,876
485000,70.01859424,1.23,0.985,2.416,1212,9709,876
632000,70.01837854,1.111,0.923,2.373,1212,9709,876
500000,69.73611789,0.901,0.56,2.024,1212,9709,876
502000,70.24225995,0.642,1.043,2.477,1212,9709,876
485000,69.74026266,0.951,0.582,2.043,1212,9709,876
560000,69.5025708,0.962,0.321,1.784,1212,9709,876
382000,67.79994974,0.929,0.441,0.373,1212,9709,876
478000,68.75704348,0.989,0.451,1.016,1212,9709,876
490000,68.21720065,0.781,0.471,0.59,1212,9709,876
470000,67.4317994,0.833,1.579,1.288,1212,9709,876
475000,68.65614485,0.896,0.546,0.939,1212,9709,876
450000,67.41087733,0.263,1.236,0.453,1212,9709,876
352000,67.53398325,0.538,1.686,0.893,1212,9709,876
465000,68.59433739,0.915,0.61,0.866,1212,9709,876
840000,68.09834732,1.287,0.937,1.407,1212,9709,876
965000,68.40030674,1.591,0.622,1.616,1212,9709,876
640000,68.2165617,0.584,0.316,0.734,1212,9709,876
455000,68.21422752,0.795,0.481,0.579,1212,9709,876
605000,67.44550422,0.414,1.672,0.837,1212,9709,876
405000,69.01600669,1.053,0.187,1.293,1212,9709,876
374000,69.53792543,1.733,0.659,2.594,1212,9709,876
427500,70.10077442,1.641,1.222,2.586,1212,9709,876
600000,84.17471447,1.569,1.726,7.872,1212,9709,876
657000,84.80549566,2.5,2.676,7.589,1212,9709,876
815000,83.4626885,1.731,1.97,6.813,1212,9709,876
850000,83.69533332,1.441,1.656,7.335,1212,9709,876
508000,83.51575941,1.616,1.85,6.971,1212,9709,876
445000,83.57126483,1.613,1.844,7.024,1212,9709,876
800000,83.70884211,1.784,2.011,6.982,1212,9709,876
495000,83.32605127,1.232,1.468,7.194,1212,9709,876
420000,83.47757309,1.461,1.693,7.093,1212,9709,876
548000,83.34370295,1.65,1.885,6.799,1212,9709,876
542500,83.49909782,1.562,1.796,7.01,1212,9709,876
410000,83.3125903,1.54,1.776,6.882,1212,9709,876
510000,84.72715011,2.015,2.13,8.273,1212,9709,876
395000,88.22423969,4.694,0.237,9.386,1212,9709,876
482000,88.57273196,4.642,0.223,9.436,1212,9709,876
590000,87.63387882,4.855,0.793,9.348,1212,9709,876
505000,88.74105076,4.613,0.359,9.451,1212,9709,876
400000,87.27804927,4.544,1.294,9.7,1212,9709,876
640000,87.74455769,4.767,0.676,9.296,1212,9709,876
407500,87.48593976,4.704,1.293,10.046,1212,9709,876
370000,87.9292516,5.181,0.801,9.869,1212,9709,876
800000,87.82846707,4.718,0.591,9.276,1212,9709,876
415000,87.90115282,5.063,0.672,9.664,1212,9709,876
380000,87.5718171,4.82,1.087,9.912,1212,9709,876
415000,87.27469323,4.532,1.318,9.728,1212,9709,876
560000,88.15830435,5.192,0.685,9.878,1212,9709,876
600000,87.23396253,4.451,1.5,9.887,1212,9709,876
450000,87.3194928,4.562,1.324,9.818,1212,9709,876
690000,87.87528246,5.094,1.019,10.095,1212,9709,876
535000,87.46275698,4.664,1.412,10.131,1212,9709,876
420000,88.65521511,4.74,0.362,9.557,1212,9709,876
720000,89.06757628,4.915,0.816,9.827,1212,9709,876
717000,88.58548082,4.64,0.232,9.437,1212,9709,876
615000,88.57618455,4.427,0.168,9.219,1212,9709,876
780000,87.4963685,4.786,1.034,9.702,1212,9709,876
418000,87.88809969,5.116,0.953,10.025,1212,9709,876
780000,88.01322699,4.65,0.406,9.271,1212,9709,876
450000,87.93188742,5.169,0.734,9.785,1212,9709,876
595000,87.60250243,4.856,1.043,9.881,1212,9709,876
515000,88.10846617,5.22,0.721,9.892,1212,9709,876
510000,87.88136418,5.134,0.829,9.866,1212,9709,876
640000,87.27865305,4.489,1.495,9.951,1212,9709,876
410000,88.20200694,5.313,0.799,10.015,1212,9709,876
390000,88.1284219,4.942,0.469,9.612,1212,9709,876
695000,88.0121159,4.739,0.425,9.363,1212,9709,876
820000,87.52366121,4.8,1.042,9.767,1212,9709,876
410000,87.50066621,4.76,1.111,9.858,1212,9709,876
630000,87.33717549,4.549,1.44,9.98,1212,9709,876
800000,71.30145013,1.676,1.057,1.635,1212,9709,876
675000,71.41339787,1.69,0.944,1.669,1212,9709,876
806000,72.72379103,0.729,0.379,1.614,1212,9709,876
650000,72.34884494,1.344,0.501,2.379,1212,9709,876
598950,72.07717144,1.65,0.771,2.542,1212,9709,876
850000,66.7958227,1.124,1.191,1.135,1212,9709,876
610000,65.49796356,0.414,1.296,1.135,1212,9709,876
738000,65.33880771,0.44,1.117,1.019,1212,9709,876
795000,66.54148023,0.94,1.439,1.481,1212,9709,876
442500,65.61302517,0.486,1.455,1.27,1212,9709,876
715000,66.72762193,1.116,1.254,1.34,1212,9709,876
580000,65.33290732,0.347,0.93,0.731,1212,9709,876
719000,66.52627936,0.856,1.459,1.364,1212,9709,876
668000,65.87798467,0.732,1.8,1.57,1212,9709,876
535000,65.72159412,0.716,1.695,1.525,1212,9709,876
521000,65.22796209,0.456,0.89,0.802,1212,9709,876
645000,66.64176567,0.983,1.338,1.3,1212,9709,876
410000,87.78608492,3.826,1.137,8.293,1212,9709,876
400000,87.41174698,3.163,2.218,7.274,1212,9709,876
480000,87.81987569,3.777,1.151,8.255,1212,9709,876
535000,88.25673184,3.23,1.402,7.863,1212,9709,876
900000,87.81343308,3.535,1.395,7.981,1212,9709,876
720000,87.39290678,4.246,1.225,8.571,1212,9709,876
705000,88.29243647,3.339,1.268,7.995,1212,9709,876
530000,87.28810506,3.483,2.008,7.595,1212,9709,876
420000,87.38141636,3.182,2.233,7.274,1212,9709,876
530000,87.69712525,3.067,2.011,7.364,1212,9709,876
532500,87.61124302,3.274,1.867,7.558,1212,9709,876
560000,87.56957172,3.121,2.084,7.341,1212,9709,876
602000,87.70523479,3.161,1.897,7.483,1212,9709,876
550000,87.23437101,3.691,1.862,7.82,1212,9709,876
862000,87.43774076,2.971,2.42,7.038,1212,9709,876
475000,87.6785228,3.931,1.149,8.358,1212,9709,876
590000,87.19533605,3.782,1.822,7.907,1212,9709,876
575000,87.68654844,4.032,1.056,8.475,1212,9709,876
740000,87.43700769,3.036,2.341,7.125,1212,9709,876
770000,87.55646636,2.911,2.352,7.058,1212,9709,876
590000,87.78404191,2.796,2.244,7.089,1212,9709,876
904000,87.78054342,2.843,2.191,7.146,1212,9709,876
1090000,87.30563336,3.144,2.376,7.159,1212,9709,876
695000,87.39276051,4.087,1.335,8.389,1212,9709,876
450000,87.64337207,3.969,1.153,8.384,1212,9709,876
570000,87.54402886,3.121,2.112,7.322,1212,9709,876
495000,87.52194653,3.331,1.901,7.568,1212,9709,876
890000,88.29243647,3.339,1.268,7.995,1212,9709,876
505000,87.23271767,3.992,1.594,8.187,1212,9709,876
410000,87.67934109,4.002,1.089,8.437,1212,9709,876
655000,87.32003008,4.269,1.294,8.56,1212,9709,876
615000,87.65414242,2.945,2.199,7.18,1212,9709,876
510000,87.7005721,4.026,1.047,8.474,1212,9709,876
590000,87.49955576,3.048,2.25,7.193,1212,9709,876
475000,87.36824846,3.364,2.04,7.502,1212,9709,876
551500,87.46266624,4.059,1.277,8.394,1212,9709,876
430000,69.0215595,2.961,0.145,3.257,1212,9709,876
499000,68.8625836,2.901,0.124,3.08,1212,9709,876
990000,68.39674437,2.826,0.611,3.082,1212,9709,876
650000,68.35402906,2.519,0.653,2.757,1212,9709,876
475000,64.51993894,1.162,0.594,1.089,1212,9709,876
465000,64.5623645,1.127,0.662,1.116,1212,9709,876
600000,64.59776726,1.095,0.35,0.858,1212,9709,876
815000,64.42791311,1.259,0.655,1.188,1212,9709,876
760000,64.40619367,1.311,0.25,0.935,1212,9709,876
675000,69.82657095,4.116,0.834,4.469,1212,9709,876
395000,68.78631123,4.101,1.406,4.365,1212,9709,876
650000,69.63067192,3.788,1.225,4.314,1212,9709,876
740000,69.75988408,4.18,0.81,4.558,1212,9709,876
690000,69.7866093,4.369,0.593,4.752,1212,9709,876
582000,70.58875153,4.091,0.413,4.86,1212,9709,876
580000,70.09228899,4.226,0.281,4.751,1212,9709,876
425000,69.00219896,4.219,1.399,4.472,1212,9709,876
510000,69.72763203,3.94,1.039,4.379,1212,9709,876
505000,70.00818992,4.341,0.255,4.861,1212,9709,876
579000,70.37589274,2.774,0.779,3.05,1212,9709,876
610000,69.92725205,2.522,0.95,3.213,1212,9709,876
