,postcode,suburb,state,latitude,longitude
1,1001,Sydney,NSW,-33.79,151.27
2,1002,Sydney,NSW,-33.79,151.27
3,1003,Sydney,NSW,-33.79,151.27
4,1004,Sydney,NSW,-33.79,151.27
5,1005,Sydney,NSW,-33.79,151.27
6,1006,Sydney,NSW,-33.79,151.27
7,1007,Sydney,NSW,-33.79,151.27
8,1008,Sydney,NSW,-33.79,151.27
9,1009,Sydney,NSW,-33.79,151.27
10,1010,Sydney,NSW,-33.79,151.27
11,1011,Sydney,NSW,-33.79,151.27
12,1020,Sydney,NSW,-33.79,151.27
13,1021,Sydney,NSW,-33.79,151.27
14,1022,Sydney,NSW,-33.79,151.27
15,1023,Sydney,NSW,-33.79,151.27
16,1025,Sydney,NSW,-33.79,151.27
17,1026,Sydney,NSW,-33.79,151.27
18,1027,Sydney,NSW,-33.79,151.27
19,1028,Sydney,NSW,-33.79,151.27
20,1029,Sydney,NSW,-33.79,151.27
21,1030,Sydney,NSW,-33.79,151.27
22,1031,Sydney,NSW,-33.79,151.27
23,1032,Sydney,NSW,-33.66,150.87
24,1033,Sydney,NSW,-33.79,151.27
25,1034,Sydney,NSW,-33.79,151.27
26,1035,Sydney,NSW,-33.79,151.27
27,1036,Sydney,NSW,-33.79,151.27
28,1037,Sydney,NSW,-33.79,151.27
29,1038,Sydney,NSW,-33.79,151.27
30,1039,Sydney,NSW,-33.79,151.27
31,1040,Sydney,NSW,-33.79,151.27
32,1041,Sydney,NSW,-33.79,151.27
33,1042,Sydney,NSW,-33.79,151.27
34,1043,Sydney,NSW,-33.79,151.27
35,1044,Sydney,NSW,-33.79,151.27
36,1045,Sydney,NSW,-33.79,151.27
37,1046,Sydney,NSW,-33.79,151.27
38,1100,Sydney,NSW,-33.79,151.27
39,1101,Sydney,NSW,-33.79,151.27
40,1105,Sydney,NSW,-33.79,151.27
41,1106,Sydney,NSW,-33.79,151.27
42,1107,Sydney,NSW,-33.79,151.27
43,1108,Sydney,NSW,-33.79,151.27
44,1109,Sydney,NSW,-33.79,151.27
45,1110,Sydney,NSW,-33.79,151.27
46,1112,Sydney,NSW,-33.79,151.27
47,1113,Sydney,NSW,-33.79,151.27
48,1114,Sydney,NSW,-33.79,151.27
49,1115,Sydney,NSW,-33.79,151.27
50,1116,Sydney,NSW,-33.67,150.87
51,1117,Sydney,NSW,-33.66,150.87
52,1118,Sydney,NSW,-33.79,151.27
53,1119,Sydney,NSW,-33.79,151.27
54,1120,Sydney,NSW,-33.79,151.27
55,1121,Sydney,NSW,-33.79,151.27
56,1122,Sydney,NSW,-33.79,151.27
57,1123,Sydney,NSW,-33.79,151.27
58,1124,Sydney,NSW,-33.79,151.27
59,1125,Sydney,NSW,-33.79,151.27
60,1126,Sydney,NSW,-33.79,151.27
61,1127,Sydney,NSW,-33.79,151.27
62,1128,Sydney,NSW,-33.79,151.27
63,1129,Sydney,NSW,-33.79,151.27
64,1130,Sydney,NSW,-33.79,151.27
65,1131,Sydney,NSW,-33.79,151.27
66,1132,Sydney,NSW,-33.66,150.87
67,1133,Sydney,NSW,-33.79,151.27
68,1134,Sydney,NSW,-33.79,151.27
69,1135,Sydney,NSW,-33.79,151.27
70,1136,Sydney,NSW,-33.79,151.27
71,1137,Sydney,NSW,-33.79,151.27
72,1138,Sydney,NSW,-33.79,151.27
73,1139,Sydney,NSW,-33.79,151.27
74,1140,Sydney,NSW,-33.79,151.27
75,1141,Sydney,NSW,-33.79,151.27
76,1142,Sydney,NSW,-33.79,151.27
77,1143,Sydney,NSW,-33.79,151.27
78,1144,Sydney,NSW,-33.79,151.27
79,1145,Sydney,NSW,-33.79,151.27
80,1146,Sydney,NSW,-33.79,151.27
81,1147,Sydney,NSW,-33.79,151.27
82,1148,Sydney,NSW,-33.79,151.27
83,1149,Sydney,NSW,-33.79,151.27
84,1150,Sydney,NSW,-33.79,151.27
85,1151,Sydney,NSW,-33.79,151.27
86,1152,Sydney,NSW,-33.79,151.27
87,1153,Sydney,NSW,-33.79,151.27
88,1154,Sydney,NSW,-33.79,151.27
89,1155,Sydney,NSW,-33.79,151.27
90,1156,Sydney,NSW,-33.79,151.27
91,1157,Sydney,NSW,-33.79,151.27
92,1158,Sydney,NSW,-33.79,151.27
93,1159,Sydney,NSW,-33.79,151.27
94,1160,Sydney,NSW,-33.79,151.27
95,1161,Sydney,NSW,-33.79,151.27
96,1162,Sydney,NSW,-33.79,151.27
97,1163,Sydney,NSW,-33.79,151.27
98,1164,Sydney,NSW,-33.79,151.27
99,1165,Sydney,NSW,-33.79,151.27
100,1166,Sydney,NSW,-33.79,151.27
101,1167,Sydney,NSW,-33.79,151.27
102,1168,Sydney,NSW,-33.79,151.27
103,1169,Sydney,NSW,-33.79,151.27
104,1170,Sydney,NSW,-33.79,151.27
105,1171,Sydney,NSW,-33.79,151.27
106,1172,Sydney,NSW,-33.79,151.27
107,1173,Sydney,NSW,-33.79,151.27
108,1174,Sydney,NSW,-33.79,151.27
109,1175,Sydney,NSW,-33.79,151.27
110,1176,Sydney,NSW,-33.79,151.27
111,1177,Sydney,NSW,-33.79,151.27
112,1178,Sydney,NSW,-33.79,151.27
113,1179,Sydney,NSW,-33.79,151.27
114,1180,Sydney,NSW,-33.79,151.27
115,1181,Sydney,NSW,-33.79,151.27
116,1182,Sydney,NSW,-33.79,151.27
117,1183,Sydney,NSW,-33.79,151.27
118,1184,Sydney,NSW,-33.79,151.27
119,1185,Sydney,NSW,-33.79,151.27
120,1186,Sydney,NSW,-33.79,151.27
121,1187,Sydney,NSW,-33.79,151.27
122,1188,Sydney,NSW,-33.79,151.27
123,1189,Sydney,NSW,-33.79,151.27
124,1190,Sydney,NSW,-33.79,151.27
125,1191,Sydney,NSW,-33.79,151.27
126,1192,Sydney,NSW,-34.79,147.69
127,1193,Sydney,NSW,-33.79,151.27
128,1194,Sydney,NSW,-33.79,151.27
129,1195,Sydney,NSW,-33.79,151.27
130,1196,Sydney,NSW,-33.79,151.27
131,1197,Sydney,NSW,-33.79,151.27
132,1198,Sydney,NSW,-33.79,151.27
133,1199,Sydney,NSW,-33.79,151.27
134,1200,Sydney,NSW,-33.79,151.27
135,1201,Sydney,NSW,-33.79,151.27
136,1202,Sydney,NSW,-33.79,151.27
137,1203,Sydney,NSW,-33.79,151.27
138,1204,Sydney,NSW,-33.79,151.27
139,1205,Sydney,NSW,-33.79,151.27
140,1206,Sydney,NSW,-33.79,151.27
141,1207,Sydney,NSW,-33.79,151.27
142,1208,Haymarket,NSW,-29.82,151.66
143,1209,Australia Square,NSW,-33.89,151.18
144,1210,Australia Square,NSW,-33.89,151.18
145,1211,Australia Square,NSW,-33.89,151.18
146,1212,Australia Square,NSW,-33.89,151.18
147,1213,Australia Square,NSW,-33.89,151.18
148,1214,Australia Square,NSW,-33.89,151.18
149,1215,Australia Square,NSW,-33.89,151.18
150,1216,Grosvenor Place,NSW,-33.74,151.03
151,1217,Grosvenor Place,NSW,-33.74,151.03
152,1218,Grosvenor Place,NSW,-33.74,151.03
153,1219,Grosvenor Place,NSW,-33.74,151.03
154,1220,Grosvenor Place,NSW,-33.74,151.03
155,1221,Royal Exchange,NSW,-33.87,151.21
156,1222,Royal Exchange,NSW,-33.87,151.21
157,1223,Royal Exchange,NSW,-33.87,151.21
158,1224,Royal Exchange,NSW,-33.87,151.21
159,1225,Royal Exchange,NSW,-33.87,151.21
160,1226,Queen Victoria Building,NSW,-33.87,151.21
161,1227,Queen Victoria Building,NSW,-33.87,151.21
162,1228,Queen Victoria Building,NSW,-33.87,151.21
163,1229,Queen Victoria Building,NSW,-33.87,151.21
164,1230,Queen Victoria Building,NSW,-33.87,151.21
165,1231,Sydney South,NSW,-33.82,151.04
166,1232,Sydney South,NSW,-33.82,151.04
167,1233,Sydney South,NSW,-33.82,151.04
168,1234,Sydney South,NSW,-33.82,151.04
169,1235,Sydney South,NSW,-33.82,151.04
170,1236,Haymarket,NSW,-29.82,151.66
171,1237,Haymarket,NSW,-29.82,151.66
172,1238,Haymarket,NSW,-29.82,151.66
173,1239,Haymarket,NSW,-29.82,151.66
174,1240,Haymarket,NSW,-29.82,151.66
175,1291,Sydney,NSW,-33.79,151.27
176,1292,Sydney,NSW,-33.79,151.27
177,1293,Sydney,NSW,-33.79,151.27
178,1294,Sydney,NSW,-33.79,151.27
179,1295,Sydney,NSW,-33.79,151.27
180,1296,Sydney,NSW,-33.79,151.27
181,1297,Sydney,NSW,-33.79,151.27
182,1298,Sydney,NSW,-33.79,151.27
183,1299,Sydney,NSW,-33.79,151.27
184,1300,Darlinghurst,NSW,-33.88,151.22
185,1335,Potts Point,NSW,-33.82,151.12
186,1340,Kings Cross,NSW,-35.54,148.02
187,1355,Bondi Junction,NSW,-33.89,151.26
188,1360,Double Bay,NSW,-33.88,151.24
189,1401,Broadway,NSW,-33.88,151.2
190,1420,Strawberry Hills,NSW,-33.73,150.93
191,1422,Strawberry Hills,NSW,-33.73,150.93
192,1423,Strawberry Hills,NSW,-33.73,150.93
193,1424,Strawberry Hills,NSW,-33.73,150.93
194,1425,Strawberry Hills,NSW,-33.73,150.93
195,1426,Strawberry Hills,NSW,-33.73,150.93
196,1427,Strawberry Hills,NSW,-33.73,150.93
197,1428,Strawberry Hills,NSW,-33.73,150.93
198,1429,Strawberry Hills,NSW,-33.73,150.93
199,1430,Eveleigh,NSW,-33.89,151.2
200,1435,Alexandria,NSW,-33.71,151.11
201,1440,Waterloo,NSW,-33.9,151.06
202,1441,Waterloo,NSW,-33.9,151.06
203,1445,Rosebery,NSW,-34.08,151.01
204,1450,Camperdown,NSW,-30.31,153.14
205,1455,Botany,NSW,-33.95,151.2
206,1460,Mascot,NSW,-33.93,151.21
207,1465,Kensington,NSW,-33.89,151.14
208,1466,Unsw Sydney,NSW,-33.91,151.23
209,1470,Drummoyne,NSW,-33.84,151.15
210,1475,Marrickville,NSW,-33.91,151.15
211,1476,Marrickville,NSW,-33.91,151.15
212,1480,Kingsgrove,NSW,-33.94,151.1
213,1490,Miranda,NSW,-34.04,151.11
214,1493,Hurstville,NSW,-33.98,151.09
215,1495,Caringbah,NSW,-34.05,151.12
216,1499,Sutherland,NSW,-34.02,151.06
217,1515,West Chatswood,NSW,-33.82,151.21
218,1565,Milsons Point,NSW,-33.87,151.19
219,1570,Artarmon,NSW,-33.81,151.19
220,1582,Crows Nest,NSW,-33.83,151.2
221,1585,Crows Nest,NSW,-33.83,151.2
222,1590,St Leonards,NSW,-33.29,151.47
223,1595,Lane Cove,NSW,-33.79,151.19
224,1597,Lane Cove,NSW,-33.79,151.19
225,1630,Hornsby,NSW,-33.71,151.1
226,1639,Frenchs Forest,NSW,-33.79,151.25
227,1640,Frenchs Forest,NSW,-33.79,151.25
228,1655,Manly,NSW,-33.33,151.51
229,1658,Mona Vale,NSW,-33.7,151.22
230,1660,Mona Vale,NSW,-33.7,151.22
231,1675,Gladesville,NSW,-33.83,151.14
232,1680,Ryde,NSW,-33.76,151.14
233,1685,West Ryde,NSW,-33.8,151.09
234,1700,Ermington,NSW,-33.95,151.21
235,1710,Epping,NSW,-33.78,151.12
236,1712,Epping,NSW,-33.78,151.12
237,1715,Pennant Hills,NSW,-33.76,151.05
238,1730,Seven Hills,NSW,-33.76,150.97
239,1740,Parramatta,NSW,-33.89,151.14
240,1741,Parramatta,NSW,-33.89,151.14
241,1750,North Parramatta,NSW,-33.86,151.02
242,1755,Baulkham Hills,NSW,-33.77,150.97
243,1765,Castle Hill,NSW,-33.74,151.03
244,1771,Pennant Hills,NSW,-33.76,151.05
245,1790,St Marys,NSW,-33.86,151.2
246,1800,Ashfield,NSW,-34.1,150.78
247,1805,Burwood,NSW,-33.89,151.1
248,1811,Silverwater,NSW,-33.82,151.05
249,1816,Strathfield,NSW,-33.88,151.09
250,1819,Strathfield,NSW,-33.88,151.09
251,1830,Granville,NSW,-33.86,150.95
252,1831,Granville,NSW,-33.86,150.95
253,1835,Auburn,NSW,-33.88,151.02
254,1848,Guildford,NSW,-33.85,150.97
255,1860,Fairfield,NSW,-33.85,150.96
256,1871,Liverpool,NSW,-33.89,151.1
257,1875,Moorebank,NSW,-33.95,150.92
258,1885,Bankstown,NSW,-33.91,151.02
259,1888,Bankstown,NSW,-33.91,151.02
260,1890,Ingleburn,NSW,-33.96,150.8
261,1891,Milperra,NSW,-33.93,151
262,2000,Barangaroo,NSW,-33.86,151.21
263,2000,Dawes Point,NSW,-33.86,151.21
264,2000,Haymarket,NSW,-33.86,151.21
265,2000,Millers Point,NSW,-33.86,151.21
266,2000,Parliament House,NSW,-33.86,151.21
267,2000,Sydney,NSW,-33.86,151.21
268,2000,Sydney South,NSW,-33.86,151.21
269,2000,The Rocks,NSW,-33.86,151.21
270,2001,Sydney,NSW,-33.79,151.27
271,2002,World Square,NSW,-35.97,146.41
272,2006,The University Of Sydney,NSW,-33.89,151.19
273,2007,Broadway,NSW,-33.88,151.2
274,2007,Ultimo,NSW,-33.88,151.2
275,2008,Chippendale,NSW,-33.89,151.2
276,2008,Darlington,NSW,-33.89,151.2
277,2009,Pyrmont,NSW,-33.87,151.19
278,2010,Darlinghurst,NSW,-33.88,151.22
279,2010,Surry Hills,NSW,-33.88,151.22
280,2011,Elizabeth Bay,NSW,-33.87,151.23
281,2011,Hmas Kuttabul,NSW,-33.87,151.23
282,2011,Potts Point,NSW,-33.87,151.23
283,2011,Rushcutters Bay,NSW,-33.87,151.23
284,2011,Woolloomooloo,NSW,-33.87,151.23
285,2012,Strawberry Hills,NSW,-33.73,150.93
286,2013,Strawberry Hills,NSW,-33.73,150.93
287,2015,Alexandria,NSW,-33.9,151.2
288,2015,Beaconsfield,NSW,-33.9,151.2
289,2015,Eveleigh,NSW,-33.9,151.2
290,2016,Redfern,NSW,-33.89,151.2
291,2017,Waterloo,NSW,-33.9,151.21
292,2017,Zetland,NSW,-33.9,151.21
293,2018,Eastlakes,NSW,-33.93,151.21
294,2018,Rosebery,NSW,-33.93,151.21
295,2019,Banksmeadow,NSW,-33.96,151.21
296,2019,Botany,NSW,-33.96,151.21
297,2020,Mascot,NSW,-33.93,151.19
298,2020,Sydney Domestic Airport,NSW,-33.93,151.19
299,2020,Sydney International Airport,NSW,-33.93,151.19
300,2021,Centennial Park,NSW,-33.89,151.22
301,2021,Moore Park,NSW,-33.89,151.22
302,2021,Paddington,NSW,-33.89,151.22
303,2022,Bondi Junction,NSW,-33.89,151.25
304,2022,Bondi Junction Plaza,NSW,-33.89,151.25
305,2022,Queens Park,NSW,-33.89,151.25
306,2023,Bellevue Hill,NSW,-33.89,151.26
307,2024,Bronte,NSW,-33.9,151.26
308,2024,Waverley,NSW,-33.9,151.26
309,2025,Woollahra,NSW,-33.89,151.24
310,2026,Bondi,NSW,-33.89,151.26
311,2026,Bondi Beach,NSW,-33.89,151.26
312,2026,North Bondi,NSW,-33.89,151.26
313,2026,Tamarama,NSW,-33.89,151.26
314,2027,Darling Point,NSW,-33.87,151.24
315,2027,Edgecliff,NSW,-33.87,151.24
316,2027,Hmas Rushcutters,NSW,-33.87,151.24
317,2027,Point Piper,NSW,-33.87,151.24
318,2028,Double Bay,NSW,-33.88,151.24
319,2029,Rose Bay,NSW,-33.87,151.28
320,2030,Dover Heights,NSW,-33.87,151.28
321,2030,Hmas Watson,NSW,-33.87,151.28
322,2030,Rose Bay North,NSW,-33.87,151.28
323,2030,Vaucluse,NSW,-33.87,151.28
324,2030,Watsons Bay,NSW,-33.87,151.28
325,2031,Clovelly,NSW,-33.91,151.26
326,2031,Clovelly West,NSW,-33.91,151.26
327,2031,Randwick,NSW,-33.91,151.26
328,2031,St Pauls,NSW,-33.91,151.26
329,2032,Daceyville,NSW,-33.93,151.23
330,2032,Kingsford,NSW,-33.93,151.23
331,2033,Kensington,NSW,-33.91,151.22
332,2034,Coogee,NSW,-33.92,151.25
333,2034,South Coogee,NSW,-33.92,151.25
334,2035,Maroubra,NSW,-33.95,151.24
335,2035,Maroubra South,NSW,-33.95,151.24
336,2035,Pagewood,NSW,-33.95,151.24
337,2036,Chifley,NSW,-33.98,151.24
338,2036,Eastgardens,NSW,-33.98,151.24
339,2036,Hillsdale,NSW,-33.98,151.24
340,2036,La Perouse,NSW,-33.98,151.24
341,2036,Little Bay,NSW,-33.98,151.24
342,2036,Malabar,NSW,-33.98,151.24
343,2036,Matraville,NSW,-33.98,151.24
344,2036,Phillip Bay,NSW,-33.98,151.24
345,2036,Port Botany,NSW,-33.98,151.24
346,2037,Forest Lodge,NSW,-33.88,151.18
347,2037,Glebe,NSW,-33.88,151.18
348,2038,Annandale,NSW,-33.88,151.17
349,2039,Rozelle,NSW,-33.86,151.17
350,2040,Leichhardt,NSW,-33.88,151.16
351,2040,Lilyfield,NSW,-33.88,151.16
352,2041,Balmain,NSW,-33.86,151.18
353,2041,Balmain East,NSW,-33.86,151.18
354,2041,Birchgrove,NSW,-33.86,151.18
355,2042,Enmore,NSW,-33.9,151.17
356,2042,Newtown,NSW,-33.9,151.17
357,2043,Erskineville,NSW,-33.9,151.19
358,2044,St Peters,NSW,-33.91,151.18
359,2044,Sydenham,NSW,-33.91,151.18
360,2044,Tempe,NSW,-33.91,151.18
361,2045,Haberfield,NSW,-33.88,151.14
362,2046,Abbotsford,NSW,-33.85,151.13
363,2046,Canada Bay,NSW,-33.85,151.13
364,2046,Chiswick,NSW,-33.85,151.13
365,2046,Five Dock,NSW,-33.85,151.13
366,2046,Rodd Point,NSW,-33.85,151.13
367,2046,Russell Lea,NSW,-33.85,151.13
368,2046,Wareemba,NSW,-33.85,151.13
369,2047,Drummoyne,NSW,-33.85,151.15
370,2048,Stanmore,NSW,-33.9,151.17
371,2048,Westgate,NSW,-33.9,151.17
372,2049,Lewisham,NSW,-33.89,151.14
373,2049,Petersham,NSW,-33.89,151.14
374,2049,Petersham North,NSW,-33.89,151.14
375,2050,Camperdown,NSW,-33.89,151.18
376,2050,Missenden Road,NSW,-33.89,151.18
377,2052,Unsw Sydney,NSW,-33.91,151.23
378,2055,North Sydney,NSW,-33.8,151.1
379,2057,Chatswood,NSW,-33.79,151.19
380,2059,North Sydney,NSW,-33.8,151.1
381,2060,Hmas Platypus,NSW,-33.84,151.19
382,2060,Hmas Waterhen,NSW,-33.84,151.19
383,2060,Lavender Bay,NSW,-33.84,151.19
384,2060,Mcmahons Point,NSW,-33.84,151.19
385,2060,North Sydney,NSW,-33.84,151.19
386,2060,North Sydney Shoppingworld,NSW,-33.84,151.19
387,2060,Waverton,NSW,-33.84,151.19
388,2061,Kirribilli,NSW,-33.85,151.21
389,2061,Milsons Point,NSW,-33.85,151.21
390,2062,Cammeray,NSW,-33.82,151.21
391,2063,Northbridge,NSW,-33.82,151.22
392,2064,Artarmon,NSW,-33.81,151.19
393,2065,Crows Nest,NSW,-33.83,151.2
394,2065,Greenwich,NSW,-33.83,151.2
395,2065,Naremburn,NSW,-33.83,151.2
396,2065,Royal North Shore Hospital,NSW,-33.83,151.2
397,2065,St Leonards,NSW,-33.83,151.2
398,2065,Wollstonecraft,NSW,-33.83,151.2
399,2066,Lane Cove,NSW,-33.81,151.17
400,2066,Lane Cove North,NSW,-33.81,151.17
401,2066,Lane Cove West,NSW,-33.81,151.17
402,2066,Linley Point,NSW,-33.81,151.17
403,2066,Longueville,NSW,-33.81,151.17
404,2066,Northwood,NSW,-33.81,151.17
405,2066,Riverview,NSW,-33.81,151.17
406,2067,Chatswood,NSW,-33.8,151.19
407,2067,Chatswood West,NSW,-33.8,151.19
408,2068,Castlecrag,NSW,-33.8,151.21
409,2068,Middle Cove,NSW,-33.8,151.21
410,2068,North Willoughby,NSW,-33.8,151.21
411,2068,Willoughby,NSW,-33.8,151.21
412,2068,Willoughby East,NSW,-33.8,151.21
413,2068,Willoughby North,NSW,-33.8,151.21
414,2069,Castle Cove,NSW,-33.78,151.2
415,2069,Roseville,NSW,-33.78,151.2
416,2069,Roseville Chase,NSW,-33.78,151.2
417,2070,East Lindfield,NSW,-33.77,151.19
418,2070,Lindfield,NSW,-33.77,151.19
419,2070,Lindfield West,NSW,-33.77,151.19
420,2071,East Killara,NSW,-33.75,151.17
421,2071,Killara,NSW,-33.75,151.17
422,2072,Gordon,NSW,-33.76,151.16
423,2073,Pymble,NSW,-33.74,151.14
424,2073,West Pymble,NSW,-33.74,151.14
425,2074,North Turramurra,NSW,-33.71,151.15
426,2074,South Turramurra,NSW,-33.71,151.15
427,2074,Turramurra,NSW,-33.71,151.15
428,2074,Warrawee,NSW,-33.71,151.15
429,2075,St Ives,NSW,-33.73,151.16
430,2075,St Ives Chase,NSW,-33.73,151.16
431,2076,Normanhurst,NSW,-33.72,151.1
432,2076,North Wahroonga,NSW,-33.72,151.1
433,2076,Wahroonga,NSW,-33.72,151.1
434,2077,Asquith,NSW,-33.69,151.11
435,2077,Hornsby,NSW,-33.69,151.11
436,2077,Hornsby Heights,NSW,-33.69,151.11
437,2077,Waitara,NSW,-33.69,151.11
438,2079,Mount Colah,NSW,-33.66,151.12
439,2080,Mount Kuring-Gai,NSW,-33.63,151.23
440,2081,Berowra,NSW,-33.62,151.15
441,2081,Cowan,NSW,-33.62,151.15
442,2082,Berowra Creek,NSW,-33.61,151.14
443,2082,Berowra Heights,NSW,-33.61,151.14
444,2082,Berowra Waters,NSW,-33.61,151.14
445,2083,Bar Point,NSW,-33.51,151.16
446,2083,Brooklyn,NSW,-33.51,151.16
447,2083,Cheero Point,NSW,-33.51,151.16
448,2083,Cogra Bay,NSW,-33.51,151.16
449,2083,Dangar Island,NSW,-33.51,151.16
450,2083,Milsons Passage,NSW,-33.51,151.16
451,2083,Mooney Mooney,NSW,-33.51,151.16
452,2084,Cottage Point,NSW,-33.62,151.2
453,2084,Duffys Forest,NSW,-33.62,151.2
454,2084,Terrey Hills,NSW,-33.62,151.2
455,2085,Belrose,NSW,-33.74,151.21
456,2085,Belrose West,NSW,-33.74,151.21
457,2085,Davidson,NSW,-33.74,151.21
458,2086,Frenchs Forest,NSW,-33.75,151.23
459,2086,Frenchs Forest East,NSW,-33.75,151.23
460,2087,Forestville,NSW,-33.76,151.21
461,2087,Killarney Heights,NSW,-33.76,151.21
462,2088,Mosman,NSW,-33.83,151.24
463,2088,Spit Junction,NSW,-33.83,151.24
464,2089,Neutral Bay,NSW,-33.83,151.22
465,2089,Neutral Bay Junction,NSW,-33.83,151.22
466,2090,Cremorne,NSW,-33.83,151.23
467,2090,Cremorne Junction,NSW,-33.83,151.23
468,2090,Cremorne Point,NSW,-33.83,151.23
469,2092,Seaforth,NSW,-33.8,151.25
470,2093,Balgowlah,NSW,-33.79,151.26
471,2093,Balgowlah Heights,NSW,-33.79,151.26
472,2093,Clontarf,NSW,-33.79,151.26
473,2093,Manly Vale,NSW,-33.79,151.26
474,2093,North Balgowlah,NSW,-33.79,151.26
475,2094,Fairlight,NSW,-33.79,151.27
476,2095,Manly,NSW,-33.8,151.29
477,2095,Manly East,NSW,-33.8,151.29
478,2096,Curl Curl,NSW,-33.77,151.29
479,2096,Freshwater,NSW,-33.77,151.29
480,2096,Queenscliff,NSW,-33.77,151.29
481,2097,Collaroy,NSW,-33.74,151.3
482,2097,Collaroy Beach,NSW,-33.74,151.3
483,2097,Collaroy Plateau West,NSW,-33.74,151.3
484,2097,Wheeler Heights,NSW,-33.74,151.3
485,2099,Cromer,NSW,-33.74,151.28
486,2099,Dee Why,NSW,-33.74,151.28
487,2099,Narraweena,NSW,-33.74,151.28
488,2099,North Curl Curl,NSW,-33.74,151.28
489,2100,Allambie Heights,NSW,-33.77,151.25
490,2100,Beacon Hill,NSW,-33.77,151.25
491,2100,Brookvale,NSW,-33.77,151.25
492,2100,North Manly,NSW,-33.77,151.25
493,2100,Oxford Falls,NSW,-33.77,151.25
494,2100,Warringah Mall,NSW,-33.77,151.25
495,2101,Elanora Heights,NSW,-33.7,151.28
496,2101,Ingleside,NSW,-33.7,151.28
497,2101,Narrabeen,NSW,-33.7,151.28
498,2101,North Narrabeen,NSW,-33.7,151.28
499,2102,Warriewood,NSW,-33.69,151.3
500,2102,Warriewood Shopping Square,NSW,-33.69,151.3
501,2103,Mona Vale,NSW,-33.68,151.3
502,2104,Bayview,NSW,-33.66,151.3
503,2105,Church Point,NSW,-33.64,151.28
504,2105,Elvina Bay,NSW,-33.64,151.28
505,2105,Lovett Bay,NSW,-33.64,151.28
506,2105,Morning Bay,NSW,-33.64,151.28
507,2105,Scotland Island,NSW,-33.64,151.28
508,2106,Newport,NSW,-33.66,151.31
509,2106,Newport Beach,NSW,-33.66,151.31
510,2107,Avalon,NSW,-33.64,151.33
511,2107,Avalon Beach,NSW,-33.64,151.33
512,2107,Bilgola,NSW,-33.64,151.33
513,2107,Clareville,NSW,-33.64,151.33
514,2107,Whale Beach,NSW,-33.64,151.33
515,2108,Coasters Retreat,NSW,-33.6,151.3
516,2108,Great Mackerel Beach,NSW,-33.6,151.3
517,2108,Palm Beach,NSW,-33.6,151.3
518,2109,Macquarie University,NSW,-33.77,151.11
519,2110,Hunters Hill,NSW,-33.83,151.15
520,2110,Woolwich,NSW,-33.83,151.15
521,2111,Boronia Park,NSW,-33.82,151.14
522,2111,Gladesville,NSW,-33.82,151.14
523,2111,Henley,NSW,-33.82,151.14
524,2111,Huntleys Cove,NSW,-33.82,151.14
525,2111,Huntleys Point,NSW,-33.82,151.14
526,2111,Monash Park,NSW,-33.82,151.14
527,2111,Tennyson Point,NSW,-33.82,151.14
528,2112,Denistone East,NSW,-33.8,151.1
529,2112,Putney,NSW,-33.8,151.1
530,2112,Ryde,NSW,-33.8,151.1
531,2113,Blenheim Road,NSW,-33.8,151.13
532,2113,East Ryde,NSW,-33.8,151.13
533,2113,Macquarie Centre,NSW,-33.8,151.13
534,2113,Macquarie Park,NSW,-33.8,151.13
535,2113,North Ryde,NSW,-33.8,151.13
536,2114,Denistone,NSW,-33.8,151.08
537,2114,Denistone West,NSW,-33.8,151.08
538,2114,Meadowbank,NSW,-33.8,151.08
539,2114,Melrose Park,NSW,-33.8,151.08
540,2114,West Ryde,NSW,-33.8,151.08
541,2115,Ermington,NSW,-33.81,151.05
542,2116,Rydalmere,NSW,-33.81,151.03
543,2117,Dundas,NSW,-33.8,151.04
544,2117,Dundas Valley,NSW,-33.8,151.04
545,2117,Oatlands,NSW,-33.8,151.04
546,2117,Telopea,NSW,-33.8,151.04
547,2118,Carlingford,NSW,-33.78,151.05
548,2118,Carlingford Court,NSW,-33.78,151.05
549,2118,Carlingford North,NSW,-33.78,151.05
550,2118,Kingsdene,NSW,-33.78,151.05
551,2119,Beecroft,NSW,-33.75,151.06
552,2119,Cheltenham,NSW,-33.75,151.06
553,2120,Pennant Hills,NSW,-33.74,151.07
554,2120,Thornleigh,NSW,-33.74,151.07
555,2120,Westleigh,NSW,-33.74,151.07
556,2121,Epping,NSW,-33.77,151.08
557,2121,North Epping,NSW,-33.77,151.08
558,2122,Eastwood,NSW,-33.79,151.08
559,2122,Marsfield,NSW,-33.79,151.08
560,2123,Parramatta,NSW,-33.89,151.14
561,2124,Parramatta,NSW,-33.89,151.14
562,2125,West Pennant Hills,NSW,-33.75,151.04
563,2126,Cherrybrook,NSW,-33.72,151.04
564,2127,Newington,NSW,-33.85,151.08
565,2127,Sydney Olympic Park,NSW,-33.85,151.08
566,2127,Wentworth Point,NSW,-33.85,151.08
567,2128,Silverwater,NSW,-33.84,151.05
568,2129,Sydney Markets,NSW,-33.87,151.19
569,2130,Summer Hill,NSW,-33.89,151.14
570,2131,Ashfield,NSW,-33.89,151.13
571,2132,Croydon,NSW,-33.88,151.11
572,2133,Croydon Park,NSW,-33.9,151.11
573,2133,Enfield South,NSW,-33.9,151.11
574,2134,Burwood,NSW,-33.88,151.1
575,2134,Burwood North,NSW,-33.88,151.1
