F1.1 INTEREST RATES AND YIELDS – MONEY MARKET,,,,,,,,,,,
Title,Cash Rate Target,Interbank Overnight Cash Rate,1-month BABs/NCDs,3-month BABs/NCDs,6-month BABs/NCDs,1-month OIS,3-month OIS,6-month OIS,1-month Treasury Note,3- month Treasury Note,6- month Treasury Note
Description,Cash Rate Target; monthly average,Interbank Overnight Cash Rate; monthly average,Bank Accepted Bills/Negotiable Certificates of Deposit-1 month; monthly average,Bank Accepted Bills/Negotiable Certificates of Deposit-3 months; monthly average,Bank Accepted Bills/Negotiable Certificates of Deposit- 6 months; monthly average,Overnight Indexed Swaps-1 month; monthly average,Overnight Indexed Swaps-3 months; monthly average,Overnight Indexed Swaps-6 months; monthly average,Treasury Notes-1 month; monthly average,Treasury Notes-3 months; monthly average,Treasury Notes-6 months; monthly average
Frequency,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,See notes,See notes,See notes
Type,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original
Units,Per cent,Per cent,Per cent,Per cent,Per cent,Per cent,Per cent,Per cent,Per cent,Per cent,Per cent
,,,,,,,,,,,
,,,,,,,,,,,
Source,RBA,RBA,ASX,ASX,ASX,Tullett Prebon (Australia) Pty Ltd,Tullett Prebon (Australia) Pty Ltd,Tullett Prebon (Australia) Pty Ltd,RBA,RBA,RBA
Publication date,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20,1-Apr-20
Series ID,FIRMMCRT,FIRMMCRI,FIRMMBAB30,FIRMMBAB90,FIRMMBAB180,FIRMMOIS1,FIRMMOIS3,FIRMMOIS6,FIRMMTN1,FIRMMTN3,FIRMMTN6
1/4/2010,4.22,4.22,4.35,4.55,4.78,4.29,4.4,4.55,4.24,4.35,
1/5/2010,4.48,4.48,4.65,4.81,4.91,4.5,4.52,4.59,4.5,4.54,4.6
1/6/2010,4.5,4.5,4.71,4.89,5.01,4.5,4.53,4.57,4.52,4.56,4.61
1/7/2010,4.5,4.5,4.72,4.84,5,4.52,4.56,4.6,4.54,4.58,4.61
1/8/2010,4.5,4.5,4.62,4.74,4.88,4.5,4.51,4.54,4.49,4.51,
1/9/2010,4.5,4.5,4.62,4.82,5.01,4.55,4.62,4.7,4.58,4.64,
1/10/2010,4.5,4.5,4.63,4.81,5.04,4.56,4.64,4.73,4.59,4.67,
1/11/2010,4.73,4.73,4.82,5.02,5.18,4.75,4.79,4.86,4.78,4.82,4.94
1/12/2010,4.75,4.75,4.83,5.03,5.2,4.75,4.79,4.86,4.35,4.84,
1/1/2011,4.75,4.75,4.82,4.96,5.11,4.76,4.78,4.84,4.79,4.82,
1/2/2011,4.75,4.75,4.82,4.92,5.09,4.76,4.78,4.84,4.78,4.81,
1/3/2011,4.75,4.75,4.83,4.92,5.04,4.74,4.76,4.8,4.31,4.76,4.72
1/4/2011,4.75,4.75,4.8,4.9,5.02,4.75,4.77,4.82,4.74,4.76,
1/5/2011,4.75,4.75,4.82,5,5.16,4.77,4.83,4.91,3.88,4.76,
1/6/2011,4.75,4.75,4.85,4.99,5.1,4.76,4.78,4.81,4.03,4.74,
1/7/2011,4.75,4.75,4.84,4.96,4.99,4.75,4.72,4.68,4.68,4.66,
1/8/2011,4.75,4.75,4.87,4.86,4.69,4.67,4.4,4.14,4.44,4.23,
1/9/2011,4.75,4.75,4.81,4.81,4.64,4.67,4.41,4.12,4.09,4.36,
1/10/2011,4.75,4.75,4.79,4.73,4.64,4.64,4.43,4.17,4.65,4.52,
1/11/2011,4.51,4.51,4.67,4.62,4.43,4.39,4.22,3.87,4.37,4.24,
1/12/2011,4.3,4.3,4.46,4.51,4.33,4.22,4.05,3.68,4.09,4.01,
1/1/2012,4.25,4.25,4.42,4.41,4.37,4.18,3.99,3.76,4.14,3.99,
1/2/2012,4.25,4.25,4.36,4.37,4.39,4.19,4.09,3.97,4.18,4.1,
1/3/2012,4.25,4.25,4.37,4.44,4.46,4.22,4.15,4.05,4.23,4.18,
1/4/2012,4.25,4.25,4.26,4.2,4.18,4.12,3.96,3.78,4.1,3.93,
1/5/2012,3.77,3.77,3.75,3.66,3.57,3.63,3.39,3.13,3.69,3.39,
1/6/2012,3.54,3.54,3.59,3.49,3.41,3.43,3.2,2.94,3.4,3.2,
1/7/2012,3.5,3.5,3.58,3.55,3.51,3.47,3.31,3.1,3.46,3.29,
1/8/2012,3.5,3.5,3.62,3.62,3.6,3.48,3.38,3.23,3.48,3.39,
1/9/2012,3.5,3.5,3.55,3.49,3.44,3.43,3.29,3.12,3.45,3.35,
1/10/2012,3.27,3.27,3.29,3.16,3.13,3.2,3.06,2.91,3.25,3.07,
1/11/2012,3.25,3.25,3.29,3.24,3.21,3.17,3.1,2.99,3.18,3.08,
1/12/2012,3.03,3.03,3.12,3.11,3.08,3,2.93,2.81,3.03,2.96,
1/1/2013,3,3,3.05,3,2.97,2.97,2.88,2.78,3,2.93,
1/2/2013,3,3,3.03,2.95,2.93,2.97,2.89,2.79,2.94,2.88,
1/3/2013,3,3,3.04,3.05,3.06,2.99,2.95,2.9,2.97,2.93,
1/4/2013,3,3,3.04,3.02,3.02,2.98,2.92,2.84,2.94,2.84,
1/5/2013,2.8,2.8,2.84,2.82,2.77,2.76,2.69,2.6,2.75,2.65,
1/6/2013,2.75,2.75,2.81,2.8,2.79,2.72,2.65,2.56,,,
1/7/2013,2.75,2.75,2.79,2.76,2.73,2.69,2.6,2.5,,,
1/8/2013,2.55,2.55,2.61,2.6,2.58,2.5,2.45,2.38,,,
1/9/2013,2.5,2.5,2.58,2.58,2.58,2.49,2.46,2.42,,,
1/10/2013,2.5,2.5,2.58,2.58,2.61,2.49,2.47,2.45,,,
1/11/2013,2.5,2.5,2.58,2.59,2.62,2.49,2.49,2.47,,,
1/12/2013,2.5,2.5,2.6,2.61,2.62,2.5,2.49,2.46,,,
1/1/2014,2.5,2.5,2.61,2.62,2.64,2.5,2.48,2.47,,,
1/2/2014,2.5,2.5,2.61,2.63,2.66,2.5,2.49,2.49,,,
1/3/2014,2.5,2.5,2.63,2.66,2.69,2.5,2.5,2.5,,,
1/4/2014,2.5,2.5,2.65,2.68,2.72,2.5,2.5,2.51,,,
1/5/2014,2.5,2.5,2.66,2.69,2.71,2.5,2.5,2.5,,,
1/6/2014,2.5,2.5,2.66,2.7,2.72,2.5,2.5,2.49,,,
1/7/2014,2.5,2.5,2.65,2.65,2.67,2.5,2.49,2.46,,,
1/8/2014,2.5,2.5,2.63,2.63,2.65,2.5,2.49,2.47,,,
1/9/2014,2.5,2.5,2.63,2.66,2.7,2.5,2.5,2.5,,,
1/10/2014,2.5,2.5,2.64,2.72,2.75,2.5,2.49,2.49,,,
1/11/2014,2.5,2.5,2.64,2.75,2.81,2.5,2.5,2.49,,,
1/12/2014,2.5,2.5,2.63,2.75,2.78,2.5,2.47,2.39,,,
1/1/2015,2.5,2.5,2.62,2.7,2.75,2.47,2.4,2.32,,,
1/2/2015,2.28,2.28,2.34,2.36,2.38,2.21,2.11,2.01,,,
1/3/2015,2.25,2.25,2.27,2.3,2.34,2.2,2.1,1.99,,,
1/4/2015,2.25,2.25,2.24,2.25,2.28,2.17,2.07,1.97,,,
1/5/2015,2.04,2.04,2.06,2.15,2.24,2,1.98,1.94,,,
1/6/2015,2,2,2.04,2.15,2.25,1.99,1.97,1.93,,,
1/7/2015,2,2,2.05,2.14,2.25,1.98,1.95,1.9,,,
1/8/2015,2,2,2.04,2.14,2.23,1.99,1.96,1.9,,,
1/9/2015,2,2,2.06,2.17,2.24,1.99,1.95,1.9,,,
1/10/2015,2,2,2.04,2.15,2.22,1.96,1.91,1.83,,,
1/11/2015,2,2,2.05,2.22,2.32,1.99,1.97,1.92,,,
1/12/2015,2,2,2.07,2.34,2.44,2,1.98,1.95,,,
1/1/2016,2,2,2.05,2.3,2.42,1.99,1.95,1.9,,,
1/2/2016,2,2,2.08,2.28,2.4,1.99,1.94,1.88,,,
1/3/2016,2,2,2.09,2.31,2.45,1.99,1.96,1.91,,,
1/4/2016,2,2,2.08,2.26,2.42,1.97,1.93,1.88,,,
1/5/2016,1.77,1.77,1.86,2.01,2.13,1.75,1.7,1.63,,,
1/6/2016,1.75,1.75,1.85,1.99,2.14,1.73,1.66,1.61,,,
1/7/2016,1.75,1.75,1.85,1.93,2.09,1.68,1.61,1.54,,,
1/8/2016,1.52,1.52,1.64,1.76,1.95,1.5,1.47,1.42,,,
1/9/2016,1.5,1.5,1.62,1.73,1.95,1.5,1.47,1.43,,,
1/10/2016,1.5,1.5,1.62,1.75,1.98,1.49,1.47,1.45,,,
1/11/2016,1.5,1.5,1.62,1.76,2,1.5,1.49,1.48,,,
1/12/2016,1.5,1.5,1.63,1.78,2.02,1.5,1.5,1.49,,,
1/1/2017,1.5,1.5,1.62,1.78,2.03,1.5,1.49,1.49,,,
1/2/2017,1.5,1.5,1.62,1.78,2,1.5,1.49,1.49,,,
1/3/2017,1.5,1.5,1.63,1.79,2,1.5,1.5,1.5,,,
1/4/2017,1.5,1.5,1.62,1.77,1.97,1.5,1.49,1.48,,,
1/5/2017,1.5,1.5,1.63,1.73,1.9,1.5,1.49,1.49,,,
1/6/2017,1.5,1.5,1.62,1.72,1.85,1.5,1.49,1.49,,,
1/7/2017,1.5,1.5,1.61,1.7,1.83,1.5,1.5,1.52,,,
1/8/2017,1.5,1.5,1.6,1.7,1.85,1.5,1.5,1.51,,,
1/9/2017,1.5,1.5,1.6,1.72,1.91,1.5,1.51,1.53,,,
1/10/2017,1.5,1.5,1.6,1.7,1.89,1.5,1.5,1.52,,,
1/11/2017,1.5,1.5,1.63,1.72,1.89,1.5,1.5,1.51,,,
1/12/2017,1.5,1.5,1.69,1.77,1.95,1.5,1.5,1.51,,,
1/1/2018,1.5,1.5,1.7,1.79,1.97,1.5,1.5,1.53,,,
1/2/2018,1.5,1.5,1.68,1.77,1.92,1.5,1.5,1.51,,,
1/3/2018,1.5,1.5,1.77,1.93,2.06,1.5,1.5,1.51,,,
1/4/2018,1.5,1.5,1.87,2.06,2.16,1.5,1.5,1.51,,,
1/5/2018,1.5,1.5,1.85,1.96,2.07,1.5,1.5,1.51,,,
1/6/2018,1.5,1.5,1.94,2.07,2.18,1.5,1.5,1.5,,,
1/7/2018,1.5,1.5,1.94,2.02,2.18,1.5,1.5,1.5,,,
1/8/2018,1.5,1.5,1.87,1.96,2.15,1.5,1.5,1.5,,,
1/9/2018,1.5,1.5,1.85,1.93,2.12,1.5,1.5,1.5,,,
1/10/2018,1.5,1.5,1.85,1.93,2.09,1.5,1.5,1.5,,,
1/11/2018,1.5,1.5,1.86,1.94,2.11,1.5,1.5,1.51,,,
1/12/2018,1.5,1.5,1.95,2.02,2.17,1.5,1.5,1.5,,,
1/1/2019,1.5,1.5,2.01,2.07,2.19,1.5,1.49,1.48,,,
1/2/2019,1.5,1.5,1.94,1.96,2.08,1.5,1.49,1.46,,,
1/3/2019,1.5,1.5,1.83,1.83,1.91,1.49,1.46,1.39,,,
1/4/2019,1.5,1.5,1.69,1.68,1.75,1.48,1.42,1.34,,,
1/5/2019,1.5,1.5,1.56,1.54,1.55,1.39,1.3,1.19,,,
1/6/2019,1.28,1.28,1.3,1.29,1.29,1.17,1.06,0.96,,,
1/7/2019,1.02,1.02,1.11,1.11,1.14,0.99,0.93,0.85,,,
1/8/2019,1,1,1.04,0.98,0.98,0.98,0.86,0.73,,,
1/9/2019,1,1,1.04,0.98,1.06,0.92,0.82,0.73,,,
1/10/2019,0.76,0.76,0.91,0.88,0.98,0.73,0.65,0.59,,,
1/11/2019,0.75,0.75,0.87,0.91,1,0.73,0.69,0.63,,,
1/12/2019,0.75,0.75,0.85,0.9,0.99,0.75,0.69,0.61,,,
1/1/2020,0.75,0.75,0.84,0.89,0.97,0.71,0.64,0.58,,,
1/2/2020,0.75,0.75,0.81,0.89,0.93,0.74,0.69,0.62,,,
1/3/2020,0.43,0.43,0.54,0.53,0.64,0.31,0.24,0.22,,,
